"Date","Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Condition","Source Weather","Precipitation","Source Fire CA","Size","Containment","Structures Threatened","Structures Destroyed","Civilian Injuries","Civilian Fatalities","Structures Damaged","Firefighter Injuries"
"2025-02-07","05:53","58","58","100","SW","9","0","29.92","Light Rain / Fog","2025-2-7","0.0",,,,,,,,,
"2025-02-07","06:18","58","58","100","WSW","8","0","29.93","Light Rain","2025-2-7","0.0",,,,,,,,,
"2025-02-07","06:26","58","58","100","W","5","0","29.92","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","06:53","58","58","100","W","6","0","29.94","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","06:58","58","58","100","W","6","0","0.00","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","07:25","59","58","96","WSW","8","0","0.00","Light Rain","2025-2-7","0.0",,,,,,,,,
"2025-02-07","07:53","58","57","97","WSW","7","0","0.00","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","08:50","59","57","94","WSW","8","0","29.97","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","08:53","59","57","93","WSW","8","0","29.97","Mist","2025-2-7","0.0",,,,,,,,,
"2025-02-07","09:04","59","56","90","WSW","8","0","29.98","Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","09:32","59","56","90","WSW","10","0","29.99","Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","09:53","59","56","90","W","13","0","29.99","Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","10:53","60","56","86","W","12","0","30.02","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","11:38","59","54","83","W","14","0","30.02","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","11:53","59","54","83","W","14","0","30.02","Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","12:53","59","52","78","W","14","0","30.01","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","12:57",,,,,,,,,,,"590a9c92-1a6d-49c1-8ac8-128f33c0a63e","23,448","95%","12,317","6,833","3","12","973","1"
"2025-02-07","13:02","60","52","75","","0","0","30.00","N/A","2025-2-7","0.0",,,,,,,,,
"2025-02-07","13:53","60","52","75","W","15","0","29.99","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","14:34","59","51","75","W","14","0","29.97","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","14:53","59","50","72","W","13","0","29.97","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","15:53","60","51","72","WSW","12","0","29.96","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","16:53","59","50","72","WSW","14","0","29.97","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","17:53","58","51","78","WSW","12","0","29.96","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","18:53","57","51","81","WSW","10","0","29.96","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","20:30","57","52","82","WSW","12","0","29.96","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","20:53","54","52","94","N","6","0","29.97","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","21:53","54","54","100","NW","5","0","29.99","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","22:53","54","54","100","NW","5","0","29.97","Mostly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","23:14","52","52","100","VAR","3","0","29.99","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-07","23:53","51","51","100","NNE","3","0","29.99","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-08","00:53","50","50","100","ENE","5","0","29.99","Partly Cloudy","2025-2-7","0.0",,,,,,,,,
"2025-02-08","01:53","50","50","100","NE","3","0","29.98","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","02:53","51","51","100","NE","5","0","29.97","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","03:53","50","50","100","ENE","5","0","29.97","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","04:53","49","49","100","CALM","0","0","29.96","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","05:53","49","49","100","CALM","0","0","29.96","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","06:49","48","48","100","CALM","0","0","29.97","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","06:53","48","48","100","CALM","0","0","29.97","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","07:53","48","48","100","CALM","0","0","29.98","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","08:53","55","54","96","CALM","0","0","29.98","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","09:53","55","48","77","WNW","6","0","30.00","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","10:53","57","46","67","WSW","5","0","30.01","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","11:53","57","50","77","WSW","7","0","30.01","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","12:53","61","50","67","WSW","6","0","30.00","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","13:53","60","48","64","W","9","0","29.96","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","14:15","60","49","67","W","10","0","29.95","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","14:53","61","49","64","WSW","10","0","29.94","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","15:53","62","46","56","W","12","0","29.92","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","16:53","59","47","64","WSW","10","0","29.93","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","17:53","58","47","67","WSW","12","0","29.92","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","18:53","57","50","77","SW","8","0","29.92","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","19:53","56","51","84","WSW","6","0","29.92","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","20:53","55","50","83","WSW","7","0","29.93","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","21:53","55","51","86","WSW","7","0","29.94","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","22:53","54","50","86","ENE","3","0","29.94","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-08","23:53","53","50","89","E","5","0","29.94","Partly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-09","00:53","52","49","89","E","6","0","29.93","Mostly Cloudy","2025-2-8","0.0",,,,,,,,,
"2025-02-09","01:53","51","49","92","E","3","0","29.91","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","02:53","52","48","86","NNE","3","0","29.92","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","03:53","52","47","83","CALM","0","0","29.91","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","04:53","50","46","86","CALM","0","0","29.89","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","05:53","49","44","83","CALM","0","0","29.89","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","06:53","51","43","74","CALM","0","0","29.91","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","07:53","50","43","77","CALM","0","0","29.92","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","08:53","54","46","75","N","5","0","29.92","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","09:53","57","43","59","CALM","0","0","29.94","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","10:53","60","45","57","SW","3","0","29.95","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","11:53","62","45","53","WSW","5","0","29.94","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","12:53","64","46","52","SW","5","0","29.90","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","13:53","64","48","56","WSW","13","0","29.88","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","14:53","64","43","46","WSW","10","0","29.87","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","15:53","64","41","43","WSW","13","0","29.87","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","16:53","62","50","65","W","10","0","29.86","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","17:53","60","49","67","WSW","13","0","29.87","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","19:03","58","48","70","WSW","16","0","29.88","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","19:53","57","47","69","W","9","0","29.88","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","20:53","57","47","69","SW","5","0","29.90","Fair","2025-2-9","0.0",,,,,,,,,
"2025-02-09","21:53","57","47","69","SW","9","0","29.90","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","22:53","57","47","69","SSE","3","0","29.91","Partly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-09","23:53","55","50","83","SE","5","0","29.92","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-10","00:53","55","47","74","VAR","3","0","29.93","Mostly Cloudy","2025-2-9","0.0",,,,,,,,,
"2025-02-10","01:53","53","49","86","NNE","3","0","29.92","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","02:53","52","47","83","CALM","0","0","29.91","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","03:34","51","46","83","NE","3","0","29.91","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","03:53","50","46","86","E","3","0","29.90","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","04:53","50","45","83","E","3","0","29.90","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","05:53","49","45","86","CALM","0","0","29.91","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","06:53","47","45","93","ENE","5","0","29.91","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","07:53","49","46","90","NE","5","0","29.92","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","08:08","51","46","83","NE","5","0","29.92","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","08:53","52","46","80","E","3","0","29.93","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","09:05","53","47","80","E","3","0","29.93","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","09:53","55","48","77","E","8","0","29.94","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","10:28","56","48","75","E","8","0","29.94","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","10:53","58","49","72","E","8","0","29.94","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","11:42","59","47","64","ESE","5","0","29.94","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","11:53","60","47","62","E","8","0","29.94","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","12:53","59","45","60","VAR","5","0","29.92","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","13:53","59","49","69","WSW","10","0","29.89","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","14:53","61","49","64","W","12","0","29.87","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","15:46",,,,,,,,,,,"fc673f28-0d66-402b-9ebe-2380a9bf3c26","23,448","95%","12,317","6,833","3","12","973","1"
"2025-02-10","15:53","61","48","62","WSW","12","0","29.85","Fair","2025-2-10","0.0",,,,,,,,,
"2025-02-10","16:53","59","48","67","WSW","12","0","29.85","Fair","2025-2-10","0.0",,,,,,,,,
"2025-02-10","17:53","57","48","72","WSW","9","0","29.86","Fair","2025-2-10","0.0",,,,,,,,,
"2025-02-10","18:53","56","47","72","SW","9","0","29.87","Fair","2025-2-10","0.0",,,,,,,,,
"2025-02-10","19:53","56","49","77","W","6","0","29.87","Partly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","20:53","56","49","77","W","5","0","29.88","Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","21:53","56","49","77","WSW","3","0","29.90","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","22:53","56","49","77","E","5","0","29.90","Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-10","23:53","55","46","72","ESE","7","0","29.89","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
"2025-02-11","00:53","53","44","71","E","9","0","29.87","Mostly Cloudy","2025-2-10","0.0",,,,,,,,,
