"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2022-05-28|12:53 AM","61ʡF","55ʡF","81ʡ%","SW","7ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Fair"
"2022-05-28|1:53 AM","61ʡF","55ʡF","81ʡ%","WSW","10ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Partly Cloudy"
"2022-05-28|2:15 AM","61ʡF","55ʡF","81ʡ%","SW","8ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|2:53 AM","61ʡF","55ʡF","81ʡ%","SW","6ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|3:15 AM","61ʡF","55ʡF","81ʡ%","WSW","8ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|3:53 AM","61ʡF","54ʡF","78ʡ%","WSW","6ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|4:53 AM","61ʡF","54ʡF","78ʡ%","W","8ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|5:53 AM","61ʡF","53ʡF","75ʡ%","WSW","6ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Cloudy"
"2022-05-28|6:53 AM","62ʡF","54ʡF","75ʡ%","CALM","0ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2022-05-28|7:53 AM","62ʡF","54ʡF","75ʡ%","S","3ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2022-05-28|8:53 AM","63ʡF","54ʡF","72ʡ%","W","5ʡmph","0ʡmph","29.86ʡin","0.0ʡin","Cloudy"
"2022-05-28|9:53 AM","64ʡF","54ʡF","70ʡ%","WSW","7ʡmph","0ʡmph","29.86ʡin","0.0ʡin","Cloudy"
"2022-05-28|10:53 AM","64ʡF","55ʡF","72ʡ%","WSW","7ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Cloudy"
"2022-05-28|11:53 AM","65ʡF","54ʡF","68ʡ%","WSW","9ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|12:53 PM","66ʡF","54ʡF","65ʡ%","W","12ʡmph","0ʡmph","29.84ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|1:53 PM","67ʡF","54ʡF","63ʡ%","W","13ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|2:53 PM","67ʡF","54ʡF","63ʡ%","WSW","14ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Partly Cloudy"
"2022-05-28|3:53 PM","67ʡF","54ʡF","63ʡ%","W","14ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|4:53 PM","66ʡF","54ʡF","65ʡ%","W","16ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|5:53 PM","64ʡF","54ʡF","70ʡ%","W","15ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|6:53 PM","64ʡF","55ʡF","72ʡ%","W","13ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|7:53 PM","62ʡF","56ʡF","80ʡ%","WSW","12ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|8:53 PM","62ʡF","55ʡF","78ʡ%","WSW","8ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|9:53 PM","62ʡF","54ʡF","75ʡ%","WSW","8ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Mostly Cloudy"
"2022-05-28|10:53 PM","61ʡF","54ʡF","78ʡ%","WSW","5ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Partly Cloudy"
"2022-05-28|11:53 PM","62ʡF","53ʡF","72ʡ%","WSW","8ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Partly Cloudy"
