Station,DateTime,Temperature High,Temperature Low,Wind Speed High,Wind Speed Low,Wind Gust High,Wind Gust Low,Wind Direction,Precipitation,Dew Point,Humidity,Pressure,Condition,Fire Distance (mi),KCATOPAN8 Distance (mi),KLAX Distance (mi),KCATOPAN8 Wind Speed Difference,KCATOPAN8 Wind Gust Difference,KLAX Wind Speed Difference,KLAX Wind Gust Difference
"KCALOSAN895","2025-01-07T00:00","52.5","52.3","0.2","0","1.1","0","305","0","50.9","94.8","29.71","none","4.01","6.29","11.10","-24.90","-24.90","",""
"KCALOSAN895","2025-01-07T00:15","52.7","52","1.1","0","1.1","0","32","0","50.9","95","29.71","none","4.01","6.29","11.10","-24.00","-26.90","",""
"KCALOSAN895","2025-01-07T00:30","52.7","52","1.3","0","2.2","0","11","0","51.1","96","29.71","none","4.01","6.29","11.10","-23.80","-25.80","",""
"KCALOSAN895","2025-01-07T00:45","52.7","51.8","2.2","0","2.2","0","49","0","51.4","97","29.7","none","4.01","6.29","11.10","-21.70","-23.80","",""
"KCALOSAN895","2025-01-07T01:00","52.3","51.6","3.8","0","4.5","0","350","0","51.2","98","29.7","none","4.01","6.29","11.10","-24.20","-25.50","0.80","4.50"
"KCALOSAN895","2025-01-07T01:15","51.8","51.1","1.8","0","2.2","0","4","0","50.1","96","29.7","none","4.01","6.29","11.10","-25.30","-29.80","-1.20","2.20"
"KCALOSAN895","2025-01-07T01:30","52","51.1","2.7","0","3.4","0","28","0","48","86.9","29.69","none","4.01","6.29","11.10","-30.40","-30.60","-0.30","3.40"
"KCALOSAN895","2025-01-07T01:45","52.5","51.8","0","0","0","0","7","0","46.8","81.5","29.68","none","4.01","6.29","11.10","-30.00","-34.00","-3.00","0.00"
"KCALOSAN895","2025-01-07T02:00","52.9","51.6","2.2","0","2.2","0","301","0","45.1","77.2","29.69","none","4.01","6.29","11.10","-31.80","-33.80","2.20","2.20"
"KCALOSAN895","2025-01-07T02:15","55","52.9","4.7","0","6.9","0","0","0","42.5","62.8","29.69","none","4.01","6.29","11.10","-32.20","-34.10","4.70","6.90"
"KCALOSAN895","2025-01-07T02:30","56.3","55","7.4","0.4","10.3","1.1","6","0","41.7","58.3","29.68","none","4.01","6.29","11.10","-29.50","-29.70","7.40","10.30"
"KCALOSAN895","2025-01-07T02:45","56.5","56.1","6.5","0.9","8.1","1.1","19","0","41.1","56.2","29.68","none","4.01","6.29","11.10","-32.40","-32.90","6.50","8.10"
"KCALOSAN895","2025-01-07T03:00","57.4","56.5","8.5","1.8","10.3","2.2","6","0","40.8","54.2","29.68","none","4.01","6.29","11.10","-31.50","-29.70","8.50","10.30"
"KCALOSAN895","2025-01-07T03:15","57.2","56.7","7.8","1.1","10.3","1.1","1","0","40.5","54","29.68","none","4.01","6.29","11.10","-31.10","-33.70","7.80","10.30"
"KCALOSAN895","2025-01-07T03:30","58.1","57","6.9","0.9","9.2","1.1","5","0","39.4","50.3","29.67","none","4.01","6.29","11.10","-34.00","-35.80","6.90","9.20"
"KCALOSAN895","2025-01-07T03:45","58.6","57.9","9.6","0.7","12.5","1.1","0","0","39.1","48.3","29.67","none","4.01","6.29","11.10","-28.40","-33.50","9.60","12.50"
"KCALOSAN895","2025-01-07T04:00","58.3","58.1","6.9","1.3","9.2","2.2","3","0","39","49","29.68","none","4.01","6.29","11.10","-32.00","-37.80","3.90","9.20"
"KCALOSAN895","2025-01-07T04:15","58.5","57.7","11.6","2.5","18.3","3.4","0","0","38.4","48","29.68","none","4.01","6.29","11.10","-31.40","-28.70","8.60","18.30"
"KCALOSAN895","2025-01-07T04:30","60.3","58.5","11.2","1.3","15.9","2.2","3","0","38.4","45.4","29.68","none","4.01","6.29","11.10","-29.70","-31.10","8.20","15.90"
"KCALOSAN895","2025-01-07T04:45","60.4","60.1","8.9","0.9","13.6","2.2","2","0","38.8","45","29.68","none","4.01","6.29","11.10","-39.20","-37.40","5.90","13.60"
"KCALOSAN895","2025-01-07T05:00","60.4","59.9","12.3","2.2","19.5","3.4","3","0","40","47","29.68","none","4.01","6.29","11.10","-37.80","-31.50","12.30","19.50"
"KCALOSAN895","2025-01-07T05:15","60.1","59.7","8.1","1.1","12.5","1.1","1","0","41.2","49.8","29.69","none","4.01","6.29","11.10","-36.00","-43.50","8.10","12.50"
"KCALOSAN895","2025-01-07T05:30","59.9","59.2","6.7","0.2","9.2","1.1","13","0","41.5","51","29.69","none","4.01","6.29","11.10","-36.30","-37.80","6.70","9.20"
"KCALOSAN895","2025-01-07T05:45","59.9","59.5","8.7","0.9","12.5","1.1","2","0","41.5","51","29.69","none","4.01","6.29","11.10","-38.30","-36.50","8.70","12.50"
"KCALOSAN895","2025-01-07T06:00","59.9","59.7","9.8","1.8","13.6","2.2","0","0","41.5","51","29.69","none","4.01","6.29","11.10","-34.30","-35.40","9.80","13.60"
"KCALOSAN895","2025-01-07T06:15","59.7","59","8.9","1.3","12.5","2.2","4","0","42","52","29.7","none","4.01","6.29","11.10","-35.20","-37.50","8.90","12.50"
"KCALOSAN895","2025-01-07T06:30","59","58.6","9.2","1.3","11.4","2.2","4","0","42.2","54","29.7","none","4.01","6.29","11.10","-35.80","-38.60","9.20","11.40"
"KCALOSAN895","2025-01-07T06:45","59","58.6","11.2","1.8","17.2","2.2","6","0","42.1","53.8","29.71","none","4.01","6.29","11.10","-27.70","-28.80","11.20","17.20"
"KCALOSAN895","2025-01-07T07:00","58.8","58.6","10.3","1.8","18.3","2.2","5","0","42.1","54","29.71","none","4.01","6.29","11.10","-23.70","-24.70","5.30","18.30"
"KCALOSAN895","2025-01-07T07:15","59.2","58.6","11.6","1.8","17.2","3.4","5","0","41.6","52.2","29.72","none","4.01","6.29","11.10","-24.40","-31.80","6.60","17.20"
"KCALOSAN895","2025-01-07T07:30","59.5","59","15.4","2","19.5","3.4","10","0","41.3","51.1","29.72","none","4.01","6.29","11.10","-28.70","-33.50","10.40","19.50"
"KCALOSAN895","2025-01-07T07:45","60.4","59.4","12.3","0.9","15.9","2.2","8","0","40.6","48.7","29.71","none","4.01","6.29","11.10","-39.60","-39.10","7.30","15.90"
"KCALOSAN895","2025-01-07T08:00","60.8","60.4","12.5","1.8","18.3","2.2","0","0","40.6","47.1","29.72","none","4.01","6.29","11.10","-41.40","-38.70","12.50","18.30"
"KCALOSAN895","2025-01-07T08:15","61","60.4","14.8","1.8","20.6","2.2","11","0","40.3","46.7","29.74","none","4.01","6.29","11.10","-39.10","-41.40","14.80","20.60"
"KCALOSAN895","2025-01-07T08:30","60.4","60.1","14.8","1.3","21.7","2.2","1","0","39.8","47","29.75","none","4.01","6.29","11.10","-42.20","-45.30","14.80","21.70"
