"Station","DateTime","Temperature High","Wind Speed High","Wind Gust High","Temperature Low","Wind Speed Low","Wind Gust Low"
"KTOA","2025-01-07T02:00:00-08:00","55ʡF","0ʡmph","0ʡmph","55ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T03:00:00-08:00","54ʡF","0ʡmph","0ʡmph","54ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T04:00:00-08:00","52ʡF","0ʡmph","0ʡmph","52ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T05:00:00-08:00","51ʡF","0ʡmph","0ʡmph","51ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T06:00:00-08:00","50ʡF","0ʡmph","0ʡmph","50ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T07:00:00-08:00","51ʡF","0ʡmph","0ʡmph","51ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T08:00:00-08:00","51ʡF","0ʡmph","0ʡmph","51ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T08:00:00-08:00","51ʡF","0ʡmph","0ʡmph","51ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T09:00:00-08:00","52ʡF","0ʡmph","0ʡmph","52ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T10:00:00-08:00","57ʡF","0ʡmph","0ʡmph","57ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T11:00:00-08:00","65ʡF","0ʡmph","0ʡmph","65ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T12:00:00-08:00","69ʡF","10ʡmph","22ʡmph","69ʡF","10ʡmph","22ʡmph"
"KTOA","2025-01-07T13:00:00-08:00","71ʡF","6ʡmph","20ʡmph","71ʡF","6ʡmph","20ʡmph"
"KTOA","2025-01-07T14:00:00-08:00","74ʡF","0ʡmph","0ʡmph","74ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T15:00:00-08:00","74ʡF","0ʡmph","0ʡmph","74ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T16:00:00-08:00","72ʡF","13ʡmph","30ʡmph","72ʡF","13ʡmph","30ʡmph"
"KTOA","2025-01-07T17:00:00-08:00","71ʡF","0ʡmph","0ʡmph","71ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T18:00:00-08:00","69ʡF","0ʡmph","0ʡmph","69ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T19:00:00-08:00","67ʡF","0ʡmph","0ʡmph","67ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T20:00:00-08:00","67ʡF","0ʡmph","0ʡmph","67ʡF","0ʡmph","0ʡmph"
"KTOA","2025-01-07T21:00:00-08:00","67ʡF","10ʡmph","28ʡmph","67ʡF","10ʡmph","28ʡmph"
"KTOA","2025-01-07T22:00:00-08:00","66ʡF","16ʡmph","35ʡmph","66ʡF","16ʡmph","35ʡmph"
"KTOA","2025-01-07T23:00:00-08:00","65ʡF","6ʡmph","17ʡmph","65ʡF","6ʡmph","17ʡmph"
"KTOA","2025-01-08T00:00:00-08:00","64ʡF","7ʡmph","0ʡmph","64ʡF","7ʡmph","0ʡmph"
"KTOA","2025-01-08T01:00:00-08:00","63ʡF","6ʡmph","0ʡmph","63ʡF","6ʡmph","0ʡmph"
