"Station","DateTime","Temperature High","Wind Speed High","Wind Gust High","Temperature Low","Wind Speed Low","Wind Gust Low"
"KSMO","2025-01-07T01:45:00-08:00","55ʡF","3ʡmph","0ʡmph","55ʡF","3ʡmph","0ʡmph"
"KSMO","2025-01-07T02:00:00-08:00","55ʡF","0ʡmph","0ʡmph","55ʡF","0ʡmph","0ʡmph"
"KSMO","2025-01-07T03:00:00-08:00","53ʡF","0ʡmph","0ʡmph","53ʡF","0ʡmph","0ʡmph"
"KSMO","2025-01-07T04:00:00-08:00","53ʡF","3ʡmph","0ʡmph","53ʡF","3ʡmph","0ʡmph"
"KSMO","2025-01-07T05:00:00-08:00","51ʡF","0ʡmph","0ʡmph","51ʡF","0ʡmph","0ʡmph"
"KSMO","2025-01-07T06:00:00-08:00","50ʡF","0ʡmph","0ʡmph","50ʡF","0ʡmph","0ʡmph"
"KSMO","2025-01-07T07:00:00-08:00","51ʡF","5ʡmph","0ʡmph","51ʡF","5ʡmph","0ʡmph"
"KSMO","2025-01-07T08:00:00-08:00","50ʡF","0ʡmph","0ʡmph","50ʡF","0ʡmph","0ʡmph"
"KSMO","2025-01-07T09:00:00-08:00","52ʡF","3ʡmph","0ʡmph","52ʡF","3ʡmph","0ʡmph"
"KSMO","2025-01-07T10:00:00-08:00","57ʡF","3ʡmph","0ʡmph","57ʡF","3ʡmph","0ʡmph"
"KSMO","2025-01-07T11:00:00-08:00","65ʡF","10ʡmph","0ʡmph","65ʡF","10ʡmph","0ʡmph"
"KSMO","2025-01-07T12:00:00-08:00","69ʡF","23ʡmph","30ʡmph","69ʡF","23ʡmph","30ʡmph"
"KSMO","2025-01-07T13:00:00-08:00","71ʡF","14ʡmph","29ʡmph","71ʡF","14ʡmph","29ʡmph"
"KSMO","2025-01-07T14:00:00-08:00","71ʡF","14ʡmph","26ʡmph","71ʡF","14ʡmph","26ʡmph"
"KSMO","2025-01-07T15:00:00-08:00","72ʡF","25ʡmph","37ʡmph","72ʡF","25ʡmph","37ʡmph"
"KSMO","2025-01-07T16:00:00-08:00","71ʡF","25ʡmph","33ʡmph","71ʡF","25ʡmph","33ʡmph"
"KSMO","2025-01-07T17:00:00-08:00","70ʡF","21ʡmph","36ʡmph","70ʡF","21ʡmph","36ʡmph"
"KSMO","2025-01-07T18:00:00-08:00","68ʡF","25ʡmph","41ʡmph","68ʡF","25ʡmph","41ʡmph"
"KSMO","2025-01-07T19:00:00-08:00","67ʡF","21ʡmph","31ʡmph","67ʡF","21ʡmph","31ʡmph"
"KSMO","2025-01-07T20:00:00-08:00","66ʡF","29ʡmph","43ʡmph","66ʡF","29ʡmph","43ʡmph"
"KSMO","2025-01-07T21:00:00-08:00","66ʡF","23ʡmph","40ʡmph","66ʡF","23ʡmph","40ʡmph"
"KSMO","2025-01-07T22:00:00-08:00","64ʡF","18ʡmph","32ʡmph","64ʡF","18ʡmph","32ʡmph"
"KSMO","2025-01-07T23:00:00-08:00","64ʡF","20ʡmph","31ʡmph","64ʡF","20ʡmph","31ʡmph"
"KSMO","2025-01-07T23:15:00-08:00","64ʡF","22ʡmph","35ʡmph","64ʡF","22ʡmph","35ʡmph"
"KSMO","2025-01-08T00:00:00-08:00","64ʡF","20ʡmph","40ʡmph","64ʡF","20ʡmph","40ʡmph"
"KSMO","2025-01-08T01:00:00-08:00","63ʡF","18ʡmph","32ʡmph","63ʡF","18ʡmph","32ʡmph"
