Station,DateTime,Temperature High,Temperature Low,Wind Speed High,Wind Speed Low,Wind Gust High,Wind Gust Low,Wind Direction,Precipitation,Dew Point,Humidity,Pressure,Condition,Fire Distance (mi),KCATOPAN8 Distance (mi),KLAX Distance (mi),KCATOPAN8 Wind Speed Difference,KCATOPAN8 Wind Gust Difference,KLAX Wind Speed Difference,KLAX Wind Gust Difference
"KCAMALIB158","2025-01-07T00:00","56.1","55.8","4.5","0","7.4","2.9","45","0","36.9","48.7","28.17","none","11.04","8.96","20.30","-20.60","-18.60","",""
"KCAMALIB158","2025-01-07T00:15","56.1","55","5.4","0","8.9","1.6","29","0","36.4","48.3","28.16","none","11.04","8.96","20.30","-19.70","-19.10","",""
"KCAMALIB158","2025-01-07T00:30","55.8","55.2","4.3","0","7.4","1.6","2","0","36.6","48.6","28.16","none","11.04","8.96","20.30","-20.80","-20.60","",""
"KCAMALIB158","2025-01-07T00:45","55.6","54.5","6.5","0","7.4","1.6","39","0","36.5","49.4","28.15","none","11.04","8.96","20.30","-17.40","-18.60","",""
"KCAMALIB158","2025-01-07T01:00","55.4","54.7","4.5","0","8.9","1.6","37","0","36.6","49.6","28.15","none","11.04","8.96","20.30","-23.50","-21.10","1.50","8.90"
"KCAMALIB158","2025-01-07T01:15","55.9","55.2","4.9","0.2","7.4","2.9","47","0","36.6","48.6","28.15","none","11.04","8.96","20.30","-22.20","-24.60","1.90","7.40"
"KCAMALIB158","2025-01-07T01:30","55.6","55","9.2","0","11.9","1.6","59","0","36.2","48.1","28.15","none","11.04","8.96","20.30","-23.90","-22.10","6.20","11.90"
"KCAMALIB158","2025-01-07T01:45","56.3","55","8.9","0.2","13.4","1.6","65","0","36.1","47.3","28.15","none","11.04","8.96","20.30","-21.10","-20.60","5.90","13.40"
"KCAMALIB158","2025-01-07T02:00","55.8","55.4","11","1.6","17.9","4.5","41","0","36.4","48.4","28.14","none","11.04","8.96","20.30","-23.00","-18.10","11.00","17.90"
"KCAMALIB158","2025-01-07T02:15","55.8","55.2","8.7","0.9","14.8","2.9","60","0","36.7","49.3","28.15","none","11.04","8.96","20.30","-28.20","-26.20","8.70","14.80"
"KCAMALIB158","2025-01-07T02:30","55.9","55.6","8.1","0","14.8","2.9","1","0","36.7","48.7","28.15","none","11.04","8.96","20.30","-28.80","-25.20","8.10","14.80"
"KCAMALIB158","2025-01-07T02:45","55.6","54.9","11.9","0","16.3","2.9","7","0","36.6","49","28.15","none","11.04","8.96","20.30","-27.00","-24.70","11.90","16.30"
"KCAMALIB158","2025-01-07T03:00","55.6","55.2","13","2.7","19.2","7.4","5","0","36.6","49","28.15","none","11.04","8.96","20.30","-27.00","-20.80","13.00","19.20"
"KCAMALIB158","2025-01-07T03:15","55.2","54.9","10.5","1.8","16.3","6","327","0","36.2","49","28.15","none","11.04","8.96","20.30","-28.40","-27.70","10.50","16.30"
"KCAMALIB158","2025-01-07T03:30","55","54.7","10.5","0.4","14.8","6","3","0","36.1","49","28.15","none","11.04","8.96","20.30","-30.40","-30.20","10.50","14.80"
"KCAMALIB158","2025-01-07T03:45","54.7","53.6","6.5","0","10.3","0","0","0","35.6","49.2","28.15","none","11.04","8.96","20.30","-31.50","-35.70","6.50","10.30"
"KCAMALIB158","2025-01-07T04:00","54.5","53.8","7.2","0.2","8.9","2.9","22","0","34.8","47.4","28.15","none","11.04","8.96","20.30","-31.70","-38.10","4.20","8.90"
"KCAMALIB158","2025-01-07T04:15","55.2","54.3","8.3","0","11.9","2.9","54","0","34.8","46","28.16","none","11.04","8.96","20.30","-34.70","-35.10","5.30","11.90"
