"Date","Time","Temperature","Wind Speed","Wind Gust","Station"
"2025-01-07","01:50","55","3","0","KLAX"
"2025-01-07","01:53","55","0","0","KLAX"
"2025-01-07","02:53","53","0","0","KLAX"
"2025-01-07","03:53","53","3","0","KLAX"
"2025-01-07","04:53","51","0","0","KLAX"
"2025-01-07","05:53","50","0","0","KLAX"
"2025-01-07","06:53","51","5","0","KLAX"
"2025-01-07","07:53","50","0","0","KLAX"
"2025-01-07","08:53","52","3","0","KLAX"
"2025-01-07","09:53","57","3","0","KLAX"
"2025-01-07","10:53","65","10","0","KLAX"
"2025-01-07","11:53","69","23","30","KLAX"
"2025-01-07","12:53","71","14","29","KLAX"
"2025-01-07","13:53","71","14","26","KLAX"
"2025-01-07","14:53","72","25","37","KLAX"
"2025-01-07","15:53","71","25","33","KLAX"
"2025-01-07","16:53","70","21","36","KLAX"
"2025-01-07","17:53","68","25","41","KLAX"
"2025-01-07","18:53","67","21","31","KLAX"
"2025-01-07","19:53","66","29","43","KLAX"
"2025-01-07","20:53","66","23","40","KLAX"
"2025-01-07","21:53","64","18","32","KLAX"
"2025-01-07","22:53","64","20","31","KLAX"
"2025-01-07","23:20","64","22","35","KLAX"
"2025-01-07","23:53","64","20","40","KLAX"
"2025-01-08","00:53","63","18","32","KLAX"
"2025-01-07","01:50","55","3","0","KSMO"
"2025-01-07","01:53","55","0","0","KSMO"
"2025-01-07","02:53","53","0","0","KSMO"
"2025-01-07","03:53","53","3","0","KSMO"
"2025-01-07","04:53","51","0","0","KSMO"
"2025-01-07","05:53","50","0","0","KSMO"
"2025-01-07","06:53","51","5","0","KSMO"
"2025-01-07","07:53","50","0","0","KSMO"
"2025-01-07","08:53","52","3","0","KSMO"
"2025-01-07","09:53","57","3","0","KSMO"
"2025-01-07","10:53","65","10","0","KSMO"
"2025-01-07","11:53","69","23","30","KSMO"
"2025-01-07","12:53","71","14","29","KSMO"
"2025-01-07","13:53","71","14","26","KSMO"
"2025-01-07","14:53","72","25","37","KSMO"
"2025-01-07","15:53","71","25","33","KSMO"
"2025-01-07","16:53","70","21","36","KSMO"
"2025-01-07","17:53","68","25","41","KSMO"
"2025-01-07","18:53","67","21","31","KSMO"
"2025-01-07","19:53","66","29","43","KSMO"
"2025-01-07","20:53","66","23","40","KSMO"
"2025-01-07","21:53","64","18","32","KSMO"
"2025-01-07","22:53","64","20","31","KSMO"
"2025-01-07","23:20","64","22","35","KSMO"
"2025-01-07","23:53","64","20","40","KSMO"
"2025-01-08","00:53","63","18","32","KSMO"
"2025-01-07","01:53","55","0","0","KTOA"
"2025-01-07","02:53","54","0","0","KTOA"
"2025-01-07","03:53","52","0","0","KTOA"
"2025-01-07","04:53","51","0","0","KTOA"
"2025-01-07","05:53","50","0","0","KTOA"
"2025-01-07","06:53","51","0","0","KTOA"
"2025-01-07","07:53","51","0","0","KTOA"
"2025-01-07","08:07","51","0","0","KTOA"
"2025-01-07","08:53","52","0","0","KTOA"
"2025-01-07","09:53","57","0","0","KTOA"
"2025-01-07","10:53","65","0","0","KTOA"
"2025-01-07","11:53","69","10","22","KTOA"
"2025-01-07","12:53","71","6","20","KTOA"
"2025-01-07","13:53","74","0","0","KTOA"
"2025-01-07","14:53","74","0","0","KTOA"
"2025-01-07","15:53","72","13","30","KTOA"
"2025-01-07","16:53","71","0","0","KTOA"
"2025-01-07","17:53","69","0","0","KTOA"
"2025-01-07","18:53","67","0","0","KTOA"
"2025-01-07","19:53","67","0","0","KTOA"
"2025-01-07","20:53","67","10","28","KTOA"
"2025-01-07","21:53","66","16","35","KTOA"
"2025-01-07","22:53","65","6","17","KTOA"
"2025-01-07","23:53","64","7","0","KTOA"
"2025-01-08","00:53","63","6","0","KTOA"
"2025-01-07","00:04","49.8","0","0","KCABEVER36"
"2025-01-07","00:09","48.7","0","0","KCABEVER36"
"2025-01-07","00:14","49.1","0","0","KCABEVER36"
"2025-01-07","00:19","49.1","0","0","KCABEVER36"
"2025-01-07","00:24","48.7","0","0","KCABEVER36"
"2025-01-07","00:29","48.9","0","0","KCABEVER36"
"2025-01-07","00:34","48.2","0","0","KCABEVER36"
"2025-01-07","00:39","47.8","0","0","KCABEVER36"
"2025-01-07","00:44","47.8","0","0","KCABEVER36"
"2025-01-07","00:49","48","2","3.4","KCABEVER36"
"2025-01-07","00:54","48.2","1.3","2.2","KCABEVER36"
"2025-01-07","00:59","47.3","2.2","3.4","KCABEVER36"
"2025-01-07","01:04","48","0.4","1.1","KCABEVER36"
"2025-01-07","01:09","48","0.4","1.1","KCABEVER36"
"2025-01-07","01:14","47.3","1.1","1.1","KCABEVER36"
"2025-01-07","01:19","46.4","0","0","KCABEVER36"
"2025-01-07","01:24","47.5","0","0","KCABEVER36"
"2025-01-07","01:29","47.8","0","0","KCABEVER36"
"2025-01-07","01:34","47.8","0","0","KCABEVER36"
"2025-01-07","01:39","46.9","0","0","KCABEVER36"
"2025-01-07","01:44","46.9","0","0","KCABEVER36"
"2025-01-07","01:49","46.9","0","0","KCABEVER36"
"2025-01-07","01:54","46.9","0","0","KCABEVER36"
"2025-01-07","01:59","46.4","0","0","KCABEVER36"
"2025-01-07","02:04","46.6","0","0","KCABEVER36"
"2025-01-07","02:09","46.8","0.7","1.1","KCABEVER36"
"2025-01-07","02:14","47.3","1.8","2.2","KCABEVER36"
"2025-01-07","02:19","48.2","0.2","1.1","KCABEVER36"
"2025-01-07","02:24","49.1","0.4","1.1","KCABEVER36"
"2025-01-07","02:29","50.4","1.8","2.2","KCABEVER36"
"2025-01-07","02:34","50.5","0","0","KCABEVER36"
"2025-01-07","02:39","50.9","0.2","1.1","KCABEVER36"
"2025-01-07","02:44","51.1","0.2","1.1","KCABEVER36"
"2025-01-07","02:49","50.9","0","0","KCABEVER36"
"2025-01-07","02:54","50.9","0.4","1.1","KCABEVER36"
"2025-01-07","02:59","50.9","0","0","KCABEVER36"
"2025-01-07","03:04","51.3","2.9","3.4","KCABEVER36"
"2025-01-07","03:09","51.8","1.6","3.4","KCABEVER36"
"2025-01-07","03:14","52.9","1.6","2.2","KCABEVER36"
"2025-01-07","03:19","52.9","3.8","4.5","KCABEVER36"
"2025-01-07","03:24","53.2","2.7","4.5","KCABEVER36"
"2025-01-07","03:29","53.2","2.5","3.4","KCABEVER36"
"2025-01-07","03:34","53.6","1.3","2.2","KCABEVER36"
"2025-01-07","03:39","54.1","2","3.4","KCABEVER36"
"2025-01-07","03:44","54.1","2","3.4","KCABEVER36"
"2025-01-07","03:49","54.7","2.2","3.4","KCABEVER36"
"2025-01-07","03:54","54.7","2.5","3.4","KCABEVER36"
"2025-01-07","03:59","54.9","2","3.4","KCABEVER36"
"2025-01-07","04:04","54.9","3.1","3.4","KCABEVER36"
"2025-01-07","04:09","54.1","1.8","2.2","KCABEVER36"
"2025-01-07","04:14","54.9","3.4","4.5","KCABEVER36"
"2025-01-07","04:19","55.8","3.8","6.9","KCABEVER36"
"2025-01-07","04:24","56.1","4.3","5.8","KCABEVER36"
"2025-01-07","04:29","57","6","10.3","KCABEVER36"
"2025-01-07","04:34","57.7","6","9.2","KCABEVER36"
"2025-01-07","04:39","57.9","4","6.9","KCABEVER36"
"2025-01-07","04:44","58.8","3.8","5.8","KCABEVER36"
"2025-01-07","04:49","58.8","4","5.8","KCABEVER36"
"2025-01-07","04:54","58.6","3.6","5.8","KCABEVER36"
"2025-01-07","04:59","58.5","4.7","6.9","KCABEVER36"
"2025-01-07","05:04","59.4","4","5.8","KCABEVER36"
"2025-01-07","05:09","59.4","2.7","3.4","KCABEVER36"
"2025-01-07","05:14","59","2.7","4.5","KCABEVER36"
"2025-01-07","05:19","59","1.8","3.4","KCABEVER36"
"2025-01-07","05:24","58.5","2.5","3.4","KCABEVER36"
"2025-01-07","05:29","58.5","2.9","4.5","KCABEVER36"
"2025-01-07","05:34","58.5","3.6","4.5","KCABEVER36"
"2025-01-07","05:39","58.6","4.5","5.8","KCABEVER36"
"2025-01-07","05:44","59.4","4.9","6.9","KCABEVER36"
"2025-01-07","05:49","59.4","2.9","5.8","KCABEVER36"
"2025-01-07","05:54","59.4","3.1","4.5","KCABEVER36"
"2025-01-07","05:59","59.2","5.1","6.9","KCABEVER36"
"2025-01-07","06:04","59.4","2.7","3.4","KCABEVER36"
"2025-01-07","06:09","59.4","3.8","8.1","KCABEVER36"
"2025-01-07","06:14","59.2","4.5","6.9","KCABEVER36"
"2025-01-07","06:19","59.7","3.8","5.8","KCABEVER36"
"2025-01-07","06:24","59.7","8.1","13.6","KCABEVER36"
"2025-01-07","06:29","60.1","5.8","10.3","KCABEVER36"
"2025-01-07","06:34","60.1","4","6.9","KCABEVER36"
"2025-01-07","06:39","59.4","3.4","5.8","KCABEVER36"
"2025-01-07","06:44","58.8","2.7","5.8","KCABEVER36"
"2025-01-07","06:49","58.6","5.6","8.1","KCABEVER36"
"2025-01-07","06:54","58.5","2.7","3.4","KCABEVER36"
"2025-01-07","06:59","58.3","3.4","5.8","KCABEVER36"
"2025-01-07","07:04","58.3","2.9","3.4","KCABEVER36"
"2025-01-07","07:09","58.3","4.5","5.8","KCABEVER36"
"2025-01-07","07:14","58.5","4.7","6.9","KCABEVER36"
"2025-01-07","07:19","59.2","8.7","11.4","KCABEVER36"
"2025-01-07","07:24","59.7","6","10.3","KCABEVER36"
"2025-01-07","07:29","59.9","4.5","8.1","KCABEVER36"
"2025-01-07","07:34","59.7","3.4","6.9","KCABEVER36"
"2025-01-07","07:39","59.5","4.5","6.9","KCABEVER36"
"2025-01-07","07:44","59.5","5.4","6.9","KCABEVER36"
"2025-01-07","07:49","60.1","6","9.2","KCABEVER36"
"2025-01-07","07:54","60.4","7.4","12.5","KCABEVER36"
"2025-01-07","07:59","60.6","5.1","6.9","KCABEVER36"
"2025-01-07","08:04","60.6","4.7","6.9","KCABEVER36"
"2025-01-07","08:09","60.1","3.8","5.8","KCABEVER36"
"2025-01-07","08:14","59.9","7.6","13.6","KCABEVER36"
"2025-01-07","08:19","60.1","6.9","11.4","KCABEVER36"
"2025-01-07","08:24","60.1","4.9","6.9","KCABEVER36"
"2025-01-07","08:29","60.1","4.5","9.2","KCABEVER36"
"2025-01-07","08:34","59.9","4.5","8.1","KCABEVER36"
"2025-01-07","08:39","59.9","4","8.1","KCABEVER36"
"2025-01-07","08:44","60.1","4","5.8","KCABEVER36"
"2025-01-07","08:49","60.1","4.7","8.1","KCABEVER36"
"2025-01-07","08:54","60.3","4","4.5","KCABEVER36"
"2025-01-07","08:59","60.3","5.4","8.1","KCABEVER36"
"2025-01-07","09:04","60.4","6.5","10.3","KCABEVER36"
"2025-01-07","09:09","60.8","5.1","9.2","KCABEVER36"
"2025-01-07","09:14","60.8","8.5","13.6","KCABEVER36"
"2025-01-07","09:19","60.8","8.7","13.6","KCABEVER36"
"2025-01-07","09:24","60.8","9.4","15.9","KCABEVER36"
"2025-01-07","09:29","60.8","13","19.5","KCABEVER36"
"2025-01-07","09:34","60.4","7.6","13.6","KCABEVER36"
"2025-01-07","09:39","60.1","6.5","12.5","KCABEVER36"
"2025-01-07","09:44","59.9","8.7","14.8","KCABEVER36"
"2025-01-07","09:49","59.7","6.9","12.5","KCABEVER36"
"2025-01-07","09:54","59.9","2.9","4.5","KCABEVER36"
"2025-01-07","09:59","60.1","6.9","10.3","KCABEVER36"
"2025-01-07","10:04","60.3","6.9","9.2","KCABEVER36"
"2025-01-07","10:09","60.4","8.1","12.5","KCABEVER36"
"2025-01-07","10:14","60.8","5.4","8.1","KCABEVER36"
"2025-01-07","10:19","60.8","4","5.8","KCABEVER36"
"2025-01-07","10:24","60.6","4.9","8.1","KCABEVER36"
"2025-01-07","10:29","60.4","6","10.3","KCABEVER36"
"2025-01-07","10:34","60.6","6","9.2","KCABEVER36"
"2025-01-07","10:39","61","6.3","11.4","KCABEVER36"
"2025-01-07","10:44","61.2","8.5","9.2","KCABEVER36"
"2025-01-07","10:49","62.6","4.5","6.9","KCABEVER36"
"2025-01-07","10:54","62.8","4.7","6.9","KCABEVER36"
"2025-01-07","10:59","63.5","2.7","3.4","KCABEVER36"
"2025-01-07","11:04","63.5","6","8.1","KCABEVER36"
"2025-01-07","11:09","62.8","4.9","6.9","KCABEVER36"
"2025-01-07","11:14","62.4","4.3","5.8","KCABEVER36"
"2025-01-07","11:19","62.4","5.4","8.1","KCABEVER36"
"2025-01-07","11:24","63.7","4.9","6.9","KCABEVER36"
"2025-01-07","11:29","64.8","5.6","11.4","KCABEVER36"
"2025-01-07","11:34","64.6","5.1","8.1","KCABEVER36"
"2025-01-07","11:39","64.2","5.8","10.3","KCABEVER36"
"2025-01-07","11:44","65.1","5.6","8.1","KCABEVER36"
"2025-01-07","11:49","66","6.9","10.3","KCABEVER36"
"2025-01-07","11:54","66.2","7.6","10.3","KCABEVER36"
"2025-01-07","11:59","66.4","4.9","9.2","KCABEVER36"
"2025-01-07","12:04","66.7","6.9","10.3","KCABEVER36"
"2025-01-07","12:09","66.9","6.5","10.3","KCABEVER36"
"2025-01-07","12:14","67.1","5.4","8.1","KCABEVER36"
"2025-01-07","12:19","67.8","4.9","10.3","KCABEVER36"
"2025-01-07","12:24","68","4.5","9.2","KCABEVER36"
"2025-01-07","12:29","68.7","4.5","5.8","KCABEVER36"
"2025-01-07","12:34","69.1","4.7","6.9","KCABEVER36"
"2025-01-07","12:39","69.1","4.3","6.9","KCABEVER36"
"2025-01-07","12:44","68.5","6.9","10.3","KCABEVER36"
"2025-01-07","12:49","68.2","5.1","9.2","KCABEVER36"
"2025-01-07","12:54","69.4","2.9","3.4","KCABEVER36"
"2025-01-07","12:59","69.6","6.9","9.2","KCABEVER36"
"2025-01-07","13:04","69.6","4","5.8","KCABEVER36"
"2025-01-07","13:09","69.8","8.9","19.5","KCABEVER36"
"2025-01-07","13:14","68.5","7.6","12.5","KCABEVER36"
"2025-01-07","13:19","68.7","5.6","10.3","KCABEVER36"
"2025-01-07","13:24","69.6","11.9","18.3","KCABEVER36"
"2025-01-07","13:29","69.3","8.1","14.8","KCABEVER36"
"2025-01-07","13:34","68.5","7.6","14.8","KCABEVER36"
"2025-01-07","13:39","68.4","8.3","12.5","KCABEVER36"
"2025-01-07","13:44","68.7","6.7","10.3","KCABEVER36"
"2025-01-07","13:49","68.7","7.4","10.3","KCABEVER36"
"2025-01-07","13:54","68.7","7.4","11.4","KCABEVER36"
"2025-01-07","13:59","69.4","8.5","12.5","KCABEVER36"
"2025-01-07","14:04","69.1","6","9.2","KCABEVER36"
"2025-01-07","14:09","68.5","9.6","17.2","KCABEVER36"
"2025-01-07","14:14","68.5","3.4","4.5","KCABEVER36"
"2025-01-07","14:19","68.9","12.1","17.2","KCABEVER36"
"2025-01-07","14:24","68.2","8.9","12.5","KCABEVER36"
"2025-01-07","14:29","67.8","6.9","11.4","KCABEVER36"
"2025-01-07","14:34","68","6.7","11.4","KCABEVER36"
"2025-01-07","14:39","68.4","10.5","14.8","KCABEVER36"
"2025-01-07","14:44","68.4","8.1","13.6","KCABEVER36"
"2025-01-07","14:49","68.4","11.9","19.5","KCABEVER36"
"2025-01-07","14:54","68.2","8.9","12.5","KCABEVER36"
"2025-01-07","14:59","67.6","8.9","14.8","KCABEVER36"
"2025-01-07","15:04","67.5","6.3","9.2","KCABEVER36"
"2025-01-07","15:09","67.5","9.4","14.8","KCABEVER36"
"2025-01-07","15:14","67.5","12.1","18.3","KCABEVER36"
"2025-01-07","15:19","67.5","7.6","17.2","KCABEVER36"
"2025-01-07","15:24","67.1","7.2","12.5","KCABEVER36"
"2025-01-07","15:29","67.1","10.7","15.9","KCABEVER36"
"2025-01-07","15:34","66.9","4.9","6.9","KCABEVER36"
"2025-01-07","15:39","66.9","11.6","12.5","KCABEVER36"
"2025-01-07","15:44","67.1","7.2","10.3","KCABEVER36"
"2025-01-07","15:49","66.9","8.7","12.5","KCABEVER36"
"2025-01-07","15:54","66.7","6.7","10.3","KCABEVER36"
"2025-01-07","15:59","66.4","4.5","6.9","KCABEVER36"
"2025-01-07","16:04","66.2","11","17.2","KCABEVER36"
"2025-01-07","16:09","65.3","6.3","10.3","KCABEVER36"
"2025-01-07","16:14","64.8","3.6","4.5","KCABEVER36"
"2025-01-07","16:19","64.6","5.4","6.9","KCABEVER36"
"2025-01-07","16:24","64","15.2","22.8","KCABEVER36"
"2025-01-07","16:29","64","3.4","4.5","KCABEVER36"
"2025-01-07","16:34","63.7","3.8","5.8","KCABEVER36"
"2025-01-07","16:39","63.1","12.1","14.8","KCABEVER36"
"2025-01-07","16:44","63.1","5.8","8.1","KCABEVER36"
"2025-01-07","16:49","63.1","5.4","9.2","KCABEVER36"
"2025-01-07","16:54","62.8","4","6.9","KCABEVER36"
"2025-01-07","16:59","62.8","5.8","9.2","KCABEVER36"
"2025-01-07","17:04","62.8","4.3","6.9","KCABEVER36"
"2025-01-07","17:09","62.6","7.6","14.8","KCABEVER36"
"2025-01-07","17:14","62.8","4.9","6.9","KCABEVER36"
"2025-01-07","17:19","62.6","8.5","10.3","KCABEVER36"
"2025-01-07","17:24","62.4","11.2","18.3","KCABEVER36"
"2025-01-07","17:29","62.2","8.1","13.6","KCABEVER36"
"2025-01-07","17:34","62.1","7.2","14.8","KCABEVER36"
"2025-01-07","17:39","62.1","7.8","18.3","KCABEVER36"
"2025-01-07","17:44","61.9","5.4","10.3","KCABEVER36"
"2025-01-07","17:49","61.9","4.9","8.1","KCABEVER36"
"2025-01-07","17:54","61.9","8.1","13.6","KCABEVER36"
"2025-01-07","17:59","61.9","5.8","8.1","KCABEVER36"
"2025-01-07","18:04","61.9","6.9","10.3","KCABEVER36"
"2025-01-07","18:09","61.5","6","8.1","KCABEVER36"
"2025-01-07","18:14","61.9","6.9","10.3","KCABEVER36"
"2025-01-07","18:19","61.9","7.6","11.4","KCABEVER36"
"2025-01-07","18:24","61.7","4.5","6.9","KCABEVER36"
"2025-01-07","18:29","61.5","4.5","9.2","KCABEVER36"
"2025-01-07","18:34","61.7","6.5","9.2","KCABEVER36"
"2025-01-07","18:39","61.7","6.7","11.4","KCABEVER36"
"2025-01-07","18:44","61.5","7.4","9.2","KCABEVER36"
"2025-01-07","18:49","62.1","12.1","18.3","KCABEVER36"
"2025-01-07","18:54","62.1","12.8","15.9","KCABEVER36"
"2025-01-07","18:59","61.9","15.4","26.2","KCABEVER36"
"2025-01-07","19:04","61.7","17.2","28.6","KCABEVER36"
"2025-01-07","19:09","61.7","10.3","14.8","KCABEVER36"
"2025-01-07","19:14","61.7","17.2","22.8","KCABEVER36"
"2025-01-07","19:19","61.9","17.9","27.3","KCABEVER36"
"2025-01-07","19:24","61.9","13","25.1","KCABEVER36"
"2025-01-07","19:28","61.9","13.9","25.1","KCABEVER36"
"2025-01-07","22:04","58.5","7.4","13.6","KCABEVER36"
"2025-01-07","22:09","58.6","11.9","21.7","KCABEVER36"
"2025-01-07","22:14","58.8","10.1","20.6","KCABEVER36"
"2025-01-07","22:19","58.5","10.5","18.3","KCABEVER36"
"2025-01-07","22:24","58.8","11.9","18.3","KCABEVER36"
"2025-01-07","22:29","58.6","10.5","17.2","KCABEVER36"
"2025-01-07","22:34","58.6","11","20.6","KCABEVER36"
"2025-01-07","22:39","58.6","12.8","17.2","KCABEVER36"
"2025-01-07","22:44","58.6","9.6","13.6","KCABEVER36"
"2025-01-07","22:49","58.6","10.7","14.8","KCABEVER36"
"2025-01-07","22:54","58.6","14.3","27.3","KCABEVER36"
"2025-01-07","22:59","58.6","15.7","26.2","KCABEVER36"
"2025-01-07","23:04","58.6","13.9","25.1","KCABEVER36"
"2025-01-07","23:09","58.1","12.3","20.6","KCABEVER36"
"2025-01-07","23:14","58.1","16.3","25.1","KCABEVER36"
"2025-01-07","23:19","58.1","11","18.3","KCABEVER36"
"2025-01-07","23:24","58.1","12.8","15.9","KCABEVER36"
"2025-01-07","23:29","57.9","8.9","13.6","KCABEVER36"
"2025-01-07","23:34","57.6","12.3","22.8","KCABEVER36"
"2025-01-07","23:39","57.7","10.1","18.3","KCABEVER36"
"2025-01-07","23:44","57.4","5.6","8.1","KCABEVER36"
"2025-01-07","23:49","57","5.4","11.4","KCABEVER36"
"2025-01-07","23:54","56.8","4.9","9.2","KCABEVER36"
"2025-01-07","23:59","57","7.6","18.3","KCABEVER36"
"2025-01-07","00:04","56.1","3.3","3.5","KCACALAB70"
"2025-01-07","00:09","55.9","4.4","4.6","KCACALAB70"
"2025-01-07","00:14","56.1","2.9","2.9","KCACALAB70"
"2025-01-07","00:19","55.7","2.4","2.4","KCACALAB70"
"2025-01-07","00:24","55.5","2.6","2.6","KCACALAB70"
"2025-01-07","00:29","55.7","2.2","2.2","KCACALAB70"
"2025-01-07","00:34","55.2","2.2","2.2","KCACALAB70"
"2025-01-07","00:39","54.6","5.3","5.8","KCACALAB70"
"2025-01-07","00:44","55.2","3.3","3.3","KCACALAB70"
"2025-01-07","00:49","55.7","3.1","3.3","KCACALAB70"
"2025-01-07","00:54","55.7","1.5","1.5","KCACALAB70"
"2025-01-07","00:59","55","1.5","1.5","KCACALAB70"
"2025-01-07","01:04","54.6","0","0","KCACALAB70"
"2025-01-07","01:09","53.9","0","0","KCACALAB70"
"2025-01-07","01:14","53.7","2","2","KCACALAB70"
"2025-01-07","01:19","53.9","2.6","2.6","KCACALAB70"
"2025-01-07","01:24","54.3","4","4.2","KCACALAB70"
"2025-01-07","01:29","55","4.4","4.6","KCACALAB70"
"2025-01-07","01:34","55.4","3.1","3.3","KCACALAB70"
"2025-01-07","01:39","55.4","4","4.2","KCACALAB70"
"2025-01-07","01:44","55.4","4.6","4.6","KCACALAB70"
"2025-01-07","01:49","55.5","6.4","6.7","KCACALAB70"
"2025-01-07","01:54","55.4","2.9","2.9","KCACALAB70"
"2025-01-07","01:59","54.5","4.2","4.4","KCACALAB70"
"2025-01-07","02:04","54.6","4.4","4.6","KCACALAB70"
"2025-01-07","02:09","54.8","5.8","6","KCACALAB70"
"2025-01-07","02:14","55.2","5.8","5.8","KCACALAB70"
"2025-01-07","02:19","55.4","5.5","5.8","KCACALAB70"
"2025-01-07","02:24","55.4","6","6.4","KCACALAB70"
"2025-01-07","02:29","54.6","8.5","10","KCACALAB70"
"2025-01-07","02:34","54.5","6.2","6.7","KCACALAB70"
"2025-01-07","02:39","54.5","5.8","6.4","KCACALAB70"
"2025-01-07","02:44","54.8","6","6.2","KCACALAB70"
"2025-01-07","02:49","54.8","5.5","5.8","KCACALAB70"
"2025-01-07","02:54","55","6.7","7.6","KCACALAB70"
"2025-01-07","02:59","55","5.8","6","KCACALAB70"
"2025-01-07","03:04","54.6","7.6","9.6","KCACALAB70"
"2025-01-07","03:09","54.6","6.7","7.1","KCACALAB70"
"2025-01-07","03:14","54.8","6.4","6.9","KCACALAB70"
"2025-01-07","03:19","54.8","6.7","7.3","KCACALAB70"
"2025-01-07","03:24","55.4","6.7","7.3","KCACALAB70"
"2025-01-07","03:29","55.7","10.2","10.7","KCACALAB70"
"2025-01-07","03:34","55.9","6.7","7.1","KCACALAB70"
"2025-01-07","03:39","56.1","9.6","10.2","KCACALAB70"
"2025-01-07","03:44","56.1","10.9","12.3","KCACALAB70"
"2025-01-07","03:49","56.3","10.2","10.5","KCACALAB70"
"2025-01-07","03:54","56.4","10","11.1","KCACALAB70"
"2025-01-07","03:59","56.6","11.1","12.7","KCACALAB70"
"2025-01-07","04:04","56.8","10.2","12.9","KCACALAB70"
"2025-01-07","04:09","56.8","10.9","12.9","KCACALAB70"
"2025-01-07","04:14","57","10.9","12","KCACALAB70"
"2025-01-07","04:19","56.8","11.1","13.6","KCACALAB70"
"2025-01-07","04:24","57","16.1","19.9","KCACALAB70"
"2025-01-07","04:29","57.3","12.3","13.4","KCACALAB70"
"2025-01-07","04:34","57.5","14.9","18.1","KCACALAB70"
"2025-01-07","04:39","57.5","14.5","16.1","KCACALAB70"
"2025-01-07","04:44","57.9","15.8","19.9","KCACALAB70"
"2025-01-07","04:49","57.5","13.4","15.2","KCACALAB70"
"2025-01-07","04:54","57.7","12","13.4","KCACALAB70"
"2025-01-07","04:59","57.3","11.4","14.5","KCACALAB70"
"2025-01-07","05:04","57.5","10.9","15.2","KCACALAB70"
"2025-01-07","05:09","57.5","9.3","10.2","KCACALAB70"
"2025-01-07","05:14","57.2","9.3","11.1","KCACALAB70"
"2025-01-07","05:19","57","8.9","9.8","KCACALAB70"
"2025-01-07","05:24","57.2","12.7","13.1","KCACALAB70"
"2025-01-07","05:29","57.2","9.8","10.9","KCACALAB70"
"2025-01-07","05:34","57","10","11.8","KCACALAB70"
"2025-01-07","05:39","56.6","10.2","12","KCACALAB70"
"2025-01-07","05:44","56.8","8.9","9.8","KCACALAB70"
"2025-01-07","05:49","57","9.6","12.9","KCACALAB70"
"2025-01-07","05:54","57","9.3","10.2","KCACALAB70"
"2025-01-07","05:59","56.6","10.7","12","KCACALAB70"
"2025-01-07","06:04","56.4","12.3","13.1","KCACALAB70"
"2025-01-07","06:09","56.6","10","11.4","KCACALAB70"
"2025-01-07","06:14","56.6","8.9","10","KCACALAB70"
"2025-01-07","06:19","56.3","9.8","10.7","KCACALAB70"
"2025-01-07","06:24","56.1","9.8","12.3","KCACALAB70"
"2025-01-07","06:29","56.1","9.8","10.7","KCACALAB70"
"2025-01-07","06:34","56.1","9.1","9.8","KCACALAB70"
"2025-01-07","06:39","55.9","11.4","13.4","KCACALAB70"
"2025-01-07","06:44","56.1","10.2","13.4","KCACALAB70"
"2025-01-07","06:49","56.3","9.8","12.9","KCACALAB70"
"2025-01-07","06:54","56.4","9.8","11.1","KCACALAB70"
"2025-01-07","06:59","56.4","10","11.4","KCACALAB70"
"2025-01-07","07:04","56.3","11.8","12.9","KCACALAB70"
"2025-01-07","07:09","56.3","8.2","9.6","KCACALAB70"
"2025-01-07","07:14","56.1","9.3","9.6","KCACALAB70"
"2025-01-07","07:19","56.3","11.4","12.9","KCACALAB70"
"2025-01-07","07:24","56.4","10","10.9","KCACALAB70"
"2025-01-07","07:29","56.4","10.5","11.6","KCACALAB70"
"2025-01-07","07:34","56.8","11.4","13.4","KCACALAB70"
"2025-01-07","07:39","57.2","11.8","13.4","KCACALAB70"
"2025-01-07","07:44","57.2","15.4","19.6","KCACALAB70"
"2025-01-07","07:49","57","10.2","12.9","KCACALAB70"
"2025-01-07","07:54","57.2","14.9","16.1","KCACALAB70"
"2025-01-07","07:59","57.3","13.8","17","KCACALAB70"
"2025-01-07","08:04","57.5","12.9","15.2","KCACALAB70"
"2025-01-07","08:09","57.5","13.4","16.1","KCACALAB70"
"2025-01-07","08:14","57.5","13.6","15.8","KCACALAB70"
"2025-01-07","08:19","57.5","11.8","14","KCACALAB70"
"2025-01-07","08:24","57.3","13.1","15.4","KCACALAB70"
"2025-01-07","08:29","57.5","11.6","13.6","KCACALAB70"
"2025-01-07","08:34","57.3","10.2","12.9","KCACALAB70"
"2025-01-07","08:39","57.5","10.7","12.9","KCACALAB70"
"2025-01-07","08:44","57.5","11.1","13.6","KCACALAB70"
"2025-01-07","08:49","57.5","19.6","23","KCACALAB70"
"2025-01-07","08:54","57.3","20.3","28.4","KCACALAB70"
"2025-01-07","08:59","57.3","28.1","39.3","KCACALAB70"
"2025-01-07","09:04","57.5","13.4","17.4","KCACALAB70"
"2025-01-07","09:09","57.3","19.6","23","KCACALAB70"
"2025-01-07","09:14","57.2","19.9","32.6","KCACALAB70"
"2025-01-07","09:19","57.2","20.3","25.7","KCACALAB70"
"2025-01-07","09:24","57.2","13.6","16.7","KCACALAB70"
"2025-01-07","09:29","57.2","22.5","34","KCACALAB70"
"2025-01-07","09:34","57","16.7","22.5","KCACALAB70"
"2025-01-07","09:39","57","20.5","25.7","KCACALAB70"
"2025-01-07","09:44","57","13.1","15.2","KCACALAB70"
