"Precipitation","Dew Point","Humidity","Pressure","Condition","Temperature","Wind Speed","Wind Gust","Wind","Date","Source Weather","Source Fire CA","Display Date","Size","Containment","Structures Threatened","Structures Destroyed","Civilian Injuries","Civilian Fatalities","Structures Damaged","Firefighter Injuries"
"0.0","49","83","29.95","Mostly Cloudy","54","7","0","ESE","2025-01-03T00:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","83","29.95","Mostly Cloudy","54","7","0","ESE","2025-01-03T00:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","83","29.95","Mostly Cloudy","54","7","0","ESE","2025-01-03T00:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","83","29.95","Mostly Cloudy","54","7","0","ESE","2025-01-03T00:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","SE","2025-01-03T01:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","ESE","2025-01-03T01:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","SE","2025-01-03T01:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","ESE","2025-01-03T01:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","SE","2025-01-03T01:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.94","Mist","49","5","0","E","2025-01-03T01:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","SE","2025-01-03T01:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.94","Mist","50","6","0","ESE","2025-01-03T01:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Mist","50","5","0","ESE","2025-01-03T02:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Mist","50","5","0","ESE","2025-01-03T02:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Mist","50","5","0","ESE","2025-01-03T02:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Mist","50","5","0","ESE","2025-01-03T02:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Fog","50","0","0","CALM","2025-01-03T03:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.93","Fog","50","0","0","CALM","2025-01-03T03:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","48","97","29.93","Fog","49","0","0","CALM","2025-01-03T03:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","48","100","29.93","Mist","48","0","0","CALM","2025-01-03T03:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.92","Mist","49","0","0","CALM","2025-01-03T04:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.92","Mist","49","0","0","CALM","2025-01-03T04:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.92","Mist","49","0","0","CALM","2025-01-03T04:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.92","Mist","49","0","0","CALM","2025-01-03T04:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.91","Mist","49","3","0","WSW","2025-01-03T05:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.91","Fog","50","5","0","W","2025-01-03T05:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","96","29.91","Fog","51","6","0","W","2025-01-03T05:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.91","Mist","49","3","0","WSW","2025-01-03T05:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.91","Fog","51","6","0","W","2025-01-03T06:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.90","Fog","51","6","0","W","2025-01-03T06:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.90","Fog","51","5","0","NW","2025-01-03T06:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.91","Fog","51","6","0","W","2025-01-03T06:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.91","Fog","51","5","0","WSW","2025-01-03T07:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.92","Mist","50","6","0","SW","2025-01-03T07:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","96","29.92","Mist","50","5","0","WSW","2025-01-03T07:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","49","100","29.92","Fog","49","5","0","WSW","2025-01-03T07:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.92","Fog","50","6","0","WSW","2025-01-03T08:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.92","Fog","50","0","0","CALM","2025-01-03T08:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.92","Fog","50","6","0","WSW","2025-01-03T08:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.92","Fog","50","6","0","WSW","2025-01-03T08:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.94","Fog","50","5","0","W","2025-01-03T09:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.94","Fog","50","5","0","W","2025-01-03T09:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","100","29.96","Fog","51","6","0","W","2025-01-03T09:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","100","29.94","Fog","50","5","0","W","2025-01-03T09:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","100","29.96","Fog","52","3","0","S","2025-01-03T10:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","100","29.96","Fog","52","3","0","S","2025-01-03T10:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","100","29.96","Fog","52","3","0","S","2025-01-03T10:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","100","29.96","Fog","52","3","0","S","2025-01-03T10:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","90","29.98","Mist","54","0","0","CALM","2025-01-03T11:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","89","29.97","Mist","55","0","0","CALM","2025-01-03T11:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","90","29.98","Mist","54","0","0","CALM","2025-01-03T11:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","89","29.97","Mist","55","0","0","CALM","2025-01-03T11:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","87","29.95","Mist","56","3","0","SE","2025-01-03T12:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","87","29.95","Mist","56","3","0","SE","2025-01-03T12:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","87","29.95","Mist","56","3","0","SE","2025-01-03T12:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","52","87","29.95","Mist","56","3","0","SE","2025-01-03T12:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","84","29.94","Mist","56","10","0","W","2025-01-03T13:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","84","29.92","Mist","56","7","0","WSW","2025-01-03T13:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","81","29.92","Mist","57","6","0","SW","2025-01-03T13:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","84","29.94","Mist","56","10","0","W","2025-01-03T13:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.93","Mostly Cloudy","58","9","0","W","2025-01-03T14:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.93","Mostly Cloudy","58","9","0","W","2025-01-03T14:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.93","Mostly Cloudy","58","9","0","W","2025-01-03T14:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.93","Mostly Cloudy","58","9","0","W","2025-01-03T14:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.90","Mostly Cloudy","58","6","0","WSW","2025-01-03T15:00","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.90","Mostly Cloudy","58","6","0","WSW","2025-01-03T15:15","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.90","Mostly Cloudy","58","6","0","WSW","2025-01-03T15:30","2025-01-03",,"Jan 4",,,,,,,,
"0.0","51","78","29.90","Mostly Cloudy","58","6","0","WSW","2025-01-03T15:45","2025-01-03",,"Jan 4",,,,,,,,
"0.0","50","67","29.89","Partly Cloudy","61","7","0","W","2025-01-03T16:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","50","67","29.89","Partly Cloudy","61","7","0","W","2025-01-03T16:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","50","67","29.89","Partly Cloudy","61","7","0","W","2025-01-03T16:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","50","67","29.89","Partly Cloudy","61","7","0","W","2025-01-03T16:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","75","29.88","Fair","59","0","0","CALM","2025-01-03T17:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","75","29.88","Fair","59","0","0","CALM","2025-01-03T17:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","75","29.88","Fair","59","0","0","CALM","2025-01-03T17:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","75","29.88","Fair","59","0","0","CALM","2025-01-03T17:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","84","29.90","Fair","56","15","0","W","2025-01-03T18:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","84","29.90","Fair","56","15","0","W","2025-01-03T18:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","84","29.90","Fair","56","15","0","W","2025-01-03T18:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","84","29.90","Fair","56","15","0","W","2025-01-03T18:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Fair","55","12","0","W","2025-01-03T19:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Fair","55","12","0","W","2025-01-03T19:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Fair","55","12","0","W","2025-01-03T19:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Fair","55","12","0","W","2025-01-03T19:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Partly Cloudy","55","9","0","W","2025-01-03T20:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Mostly Cloudy","55","9","0","WSW","2025-01-03T20:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Partly Cloudy","55","9","0","W","2025-01-03T20:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.92","Partly Cloudy","55","9","0","W","2025-01-03T20:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.93","Mostly Cloudy","55","7","0","WSW","2025-01-03T21:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.93","Mostly Cloudy","55","7","0","WSW","2025-01-03T21:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.93","Mostly Cloudy","55","7","0","WSW","2025-01-03T21:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.93","Mostly Cloudy","55","7","0","WSW","2025-01-03T21:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","90","29.93","Partly Cloudy","54","5","0","SSW","2025-01-03T22:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","90","29.93","Partly Cloudy","54","5","0","SSW","2025-01-03T22:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.94","Mostly Cloudy","55","3","0","SW","2025-01-03T22:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","90","29.93","Partly Cloudy","54","5","0","SSW","2025-01-03T22:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.95","Cloudy","55","6","0","SW","2025-01-03T23:00","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.95","Cloudy","55","6","0","SW","2025-01-03T23:15","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.95","Cloudy","55","6","0","SW","2025-01-03T23:30","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","86","29.95","Cloudy","55","6","0","SW","2025-01-03T23:45","2025-01-04",,"Jan 4",,,,,,,,
"0.0","51","84","29.94","Cloudy","56","0","0","CALM","2025-01-04T00:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","51","84","29.94","Cloudy","56","0","0","CALM","2025-01-04T00:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","51","84","29.94","Cloudy","56","0","0","CALM","2025-01-04T00:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","51","84","29.94","Cloudy","56","0","0","CALM","2025-01-04T00:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","83","29.94","Mostly Cloudy","55","3","0","SSE","2025-01-04T01:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","83","29.94","Mostly Cloudy","55","3","0","SSE","2025-01-04T01:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","83","29.94","Mostly Cloudy","55","3","0","SSE","2025-01-04T01:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","83","29.94","Mostly Cloudy","55","3","0","SSE","2025-01-04T01:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","80","29.94","Mostly Cloudy","56","3","0","VAR","2025-01-04T02:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","80","29.94","Mostly Cloudy","56","3","0","VAR","2025-01-04T02:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","80","29.94","Mostly Cloudy","56","3","0","VAR","2025-01-04T02:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","50","80","29.94","Mostly Cloudy","56","3","0","VAR","2025-01-04T02:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ESE","2025-01-04T03:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ESE","2025-01-04T03:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ESE","2025-01-04T03:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ESE","2025-01-04T03:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ENE","2025-01-04T04:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ENE","2025-01-04T04:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ENE","2025-01-04T04:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","89","29.94","Mostly Cloudy","52","3","0","ENE","2025-01-04T04:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","92","29.93","Mostly Cloudy","51","0","0","CALM","2025-01-04T05:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","92","29.93","Mostly Cloudy","51","0","0","CALM","2025-01-04T05:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","92","29.93","Mostly Cloudy","51","0","0","CALM","2025-01-04T05:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","92","29.93","Mostly Cloudy","51","0","0","CALM","2025-01-04T05:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","93","29.93","Partly Cloudy","50","0","0","CALM","2025-01-04T06:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","93","29.93","Partly Cloudy","50","0","0","CALM","2025-01-04T06:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","93","29.93","Partly Cloudy","50","0","0","CALM","2025-01-04T06:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","93","29.93","Partly Cloudy","50","0","0","CALM","2025-01-04T06:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","89","29.96","Fair","50","0","0","CALM","2025-01-04T07:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","89","29.96","Fair","50","0","0","CALM","2025-01-04T07:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","89","29.96","Fair","50","0","0","CALM","2025-01-04T07:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","89","29.96","Fair","50","0","0","CALM","2025-01-04T07:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","86","29.96","Mist","51","3","0","VAR","2025-01-04T08:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","86","29.96","Mist","51","3","0","VAR","2025-01-04T08:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","86","29.96","Mist","51","3","0","VAR","2025-01-04T08:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","86","29.96","Mist","51","3","0","VAR","2025-01-04T08:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","83","29.97","Mist","52","5","0","S","2025-01-04T09:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","83","29.97","Mist","52","5","0","S","2025-01-04T09:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","83","29.97","Mist","52","5","0","S","2025-01-04T09:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","83","29.97","Mist","52","5","0","S","2025-01-04T09:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","80","29.98","Mist","54","6","0","ESE","2025-01-04T10:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","80","29.98","Mist","54","6","0","ESE","2025-01-04T10:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","80","29.98","Mist","54","6","0","ESE","2025-01-04T10:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","80","29.98","Mist","54","6","0","ESE","2025-01-04T10:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","69","30.00","Haze","57","7","0","ESE","2025-01-04T11:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","69","30.00","Haze","57","7","0","ESE","2025-01-04T11:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","69","30.00","Haze","57","7","0","ESE","2025-01-04T11:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","69","30.00","Haze","57","7","0","ESE","2025-01-04T11:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","60","29.98","Fair","60","8","0","E","2025-01-04T12:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","60","29.98","Fair","60","8","0","E","2025-01-04T12:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","60","29.98","Fair","60","8","0","E","2025-01-04T12:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","60","29.98","Fair","60","8","0","E","2025-01-04T12:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","58","29.96","Haze","61","6","0","SE","2025-01-04T13:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","58","29.96","Haze","61","6","0","SE","2025-01-04T13:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","58","29.96","Haze","61","6","0","SE","2025-01-04T13:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","46","58","29.96","Haze","61","6","0","SE","2025-01-04T13:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","64","29.95","Mostly Cloudy","61","8","0","WSW","2025-01-04T14:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","64","29.95","Mostly Cloudy","61","8","0","WSW","2025-01-04T14:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","64","29.95","Mostly Cloudy","61","8","0","WSW","2025-01-04T14:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","49","64","29.95","Mostly Cloudy","61","8","0","WSW","2025-01-04T14:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","64","29.94","Mostly Cloudy","60","10","0","WSW","2025-01-04T15:00","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","64","29.94","Mostly Cloudy","60","10","0","WSW","2025-01-04T15:15","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","64","29.94","Mostly Cloudy","60","10","0","WSW","2025-01-04T15:30","2025-01-04",,"Jan 5",,,,,,,,
"0.0","48","64","29.94","Mostly Cloudy","60","10","0","WSW","2025-01-04T15:45","2025-01-04",,"Jan 5",,,,,,,,
"0.0","47","62","29.94","Mostly Cloudy","60","8","0","WSW","2025-01-04T16:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","62","29.94","Mostly Cloudy","60","8","0","WSW","2025-01-04T16:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","62","29.94","Mostly Cloudy","60","8","0","WSW","2025-01-04T16:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","62","29.94","Mostly Cloudy","60","8","0","WSW","2025-01-04T16:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","67","29.94","Mostly Cloudy","59","9","0","W","2025-01-04T17:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","67","29.94","Mostly Cloudy","59","9","0","W","2025-01-04T17:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","67","29.94","Mostly Cloudy","59","9","0","W","2025-01-04T17:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","67","29.94","Mostly Cloudy","59","9","0","W","2025-01-04T17:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","43","58","29.94","Mostly Cloudy","58","8","0","W","2025-01-04T18:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","43","58","29.94","Mostly Cloudy","58","8","0","W","2025-01-04T18:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","43","58","29.94","Mostly Cloudy","58","8","0","W","2025-01-04T18:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","43","58","29.94","Mostly Cloudy","58","8","0","W","2025-01-04T18:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","72","29.94","Mostly Cloudy","57","6","0","SW","2025-01-04T19:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","72","29.94","Mostly Cloudy","57","6","0","SW","2025-01-04T19:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","72","29.94","Mostly Cloudy","57","6","0","SW","2025-01-04T19:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","72","29.94","Mostly Cloudy","57","6","0","SW","2025-01-04T19:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","75","29.96","Mostly Cloudy","56","5","0","W","2025-01-04T20:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","75","29.96","Mostly Cloudy","56","5","0","W","2025-01-04T20:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","75","29.96","Mostly Cloudy","56","5","0","W","2025-01-04T20:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","48","75","29.96","Mostly Cloudy","56","5","0","W","2025-01-04T20:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","74","29.97","Mostly Cloudy","55","3","0","NE","2025-01-04T21:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","74","29.97","Mostly Cloudy","55","3","0","NE","2025-01-04T21:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","74","29.97","Mostly Cloudy","55","3","0","NE","2025-01-04T21:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","74","29.97","Mostly Cloudy","55","3","0","NE","2025-01-04T21:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","72","29.98","Mostly Cloudy","56","3","0","NNE","2025-01-04T22:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","72","29.98","Mostly Cloudy","56","3","0","NNE","2025-01-04T22:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","72","29.98","Mostly Cloudy","56","3","0","NNE","2025-01-04T22:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","47","72","29.98","Mostly Cloudy","56","3","0","NNE","2025-01-04T22:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","46","69","29.98","Mostly Cloudy","56","5","0","NNW","2025-01-04T23:00","2025-01-05",,"Jan 5",,,,,,,,
"0.0","46","69","29.98","Mostly Cloudy","56","5","0","NNW","2025-01-04T23:15","2025-01-05",,"Jan 5",,,,,,,,
"0.0","46","69","29.98","Mostly Cloudy","56","5","0","NNW","2025-01-04T23:30","2025-01-05",,"Jan 5",,,,,,,,
"0.0","46","69","29.98","Mostly Cloudy","56","5","0","NNW","2025-01-04T23:45","2025-01-05",,"Jan 5",,,,,,,,
"0.0","43","62","29.97","Mostly Cloudy","56","5","0","ESE","2025-01-05T00:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","62","29.97","Mostly Cloudy","56","5","0","ESE","2025-01-05T00:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","62","29.97","Mostly Cloudy","56","5","0","ESE","2025-01-05T00:30","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","62","29.97","Mostly Cloudy","56","5","0","ESE","2025-01-05T00:45","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","69","29.97","Partly Cloudy","55","0","0","CALM","2025-01-05T01:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","69","29.97","Partly Cloudy","55","0","0","CALM","2025-01-05T01:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","69","29.97","Partly Cloudy","55","0","0","CALM","2025-01-05T01:30","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","69","29.97","Partly Cloudy","55","0","0","CALM","2025-01-05T01:45","2025-01-05",,"Jan 6",,,,,,,,
"0.0","44","77","29.96","Partly Cloudy","51","3","0","ESE","2025-01-05T02:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","44","77","29.96","Partly Cloudy","51","3","0","ESE","2025-01-05T02:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","44","77","29.96","Partly Cloudy","51","3","0","ESE","2025-01-05T02:30","2025-01-05",,"Jan 6",,,,,,,,
"0.0","44","77","29.96","Partly Cloudy","51","3","0","ESE","2025-01-05T02:45","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","83","29.96","Fair","50","0","0","CALM","2025-01-05T03:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","83","29.96","Fair","50","0","0","CALM","2025-01-05T03:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","83","29.96","Fair","50","0","0","CALM","2025-01-05T03:30","2025-01-05",,"Jan 6",,,,,,,,
"0.0","45","83","29.96","Fair","50","0","0","CALM","2025-01-05T03:45","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","77","29.97","Fair","50","3","0","E","2025-01-05T04:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","77","29.97","Fair","50","3","0","E","2025-01-05T04:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","77","29.97","Fair","50","3","0","E","2025-01-05T04:30","2025-01-05",,"Jan 6",,,,,,,,
"0.0","43","77","29.97","Fair","50","3","0","E","2025-01-05T04:45","2025-01-05",,"Jan 6",,,,,,,,
"0.0","42","74","29.96","Fair","50","0","0","CALM","2025-01-05T05:00","2025-01-05",,"Jan 6",,,,,,,,
"0.0","42","74","29.96","Fair","50","0","0","CALM","2025-01-05T05:15","2025-01-05",,"Jan 6",,,,,,,,
"0.0","42","74","29.96","Fair","50","0","0","CALM","2025-01-05T05:30","2025-01-05",,"Jan 6",,,,,,,,
