"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2018-06-29|12:36 AM","66ʡF","58ʡF","75ʡ%","NW","6ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|12:53 AM","67ʡF","58ʡF","73ʡ%","VAR","5ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|1:53 AM","66ʡF","58ʡF","75ʡ%","SSE","8ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|2:53 AM","66ʡF","57ʡF","73ʡ%","E","6ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|3:53 AM","65ʡF","56ʡF","73ʡ%","E","5ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|4:53 AM","66ʡF","58ʡF","75ʡ%","SE","8ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Cloudy"
"2018-06-29|5:53 AM","66ʡF","56ʡF","70ʡ%","ESE","10ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Cloudy"
"2018-06-29|6:53 AM","66ʡF","56ʡF","70ʡ%","ESE","9ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Cloudy"
"2018-06-29|7:53 AM","66ʡF","56ʡF","70ʡ%","VAR","6ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Cloudy"
"2018-06-29|8:53 AM","67ʡF","56ʡF","68ʡ%","VAR","6ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Cloudy"
"2018-06-29|9:53 AM","68ʡF","55ʡF","63ʡ%","ESE","9ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Cloudy"
"2018-06-29|10:34 AM","70ʡF","55ʡF","59ʡ%","ESE","6ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Cloudy"
"2018-06-29|10:53 AM","69ʡF","55ʡF","61ʡ%","","0ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|11:53 AM","70ʡF","56ʡF","61ʡ%","VAR","3ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|12:53 PM","72ʡF","58ʡF","61ʡ%","WSW","12ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|1:53 PM","73ʡF","58ʡF","59ʡ%","W","15ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|2:53 PM","72ʡF","58ʡF","61ʡ%","WSW","13ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Partly Cloudy"
"2018-06-29|3:53 PM","72ʡF","57ʡF","59ʡ%","W","13ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Fair"
"2018-06-29|4:53 PM","71ʡF","58ʡF","63ʡ%","WSW","14ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Fair"
"2018-06-29|5:53 PM","70ʡF","59ʡF","68ʡ%","WSW","13ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2018-06-29|6:53 PM","68ʡF","59ʡF","73ʡ%","WSW","10ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2018-06-29|7:53 PM","67ʡF","59ʡF","76ʡ%","W","10ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Partly Cloudy"
"2018-06-29|8:26 PM","66ʡF","60ʡF","81ʡ%","W","8ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|8:53 PM","66ʡF","59ʡF","78ʡ%","WSW","7ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Mostly Cloudy"
"2018-06-29|9:53 PM","67ʡF","59ʡF","76ʡ%","SW","5ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Cloudy"
"2018-06-29|10:53 PM","66ʡF","57ʡF","73ʡ%","SE","8ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Partly Cloudy"
"2018-06-29|11:53 PM","66ʡF","58ʡF","75ʡ%","SSE","6ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
