"guid","Size","Containment","DateTime","Structures Threatened","Structures Destroyed","Civilian Injuries","Civilian Fatalities","Structures Damaged","Firefighter Injuries"
"30adb241-973f-4e61-81a6-813f2777b91c","23,713","43%","2025-01-18T06:34","12,280","3,856","3","10","624","1"
"bca5551a-2df9-4639-8a20-508c6c1b627f","23,713","43%","2025-01-18T06:37","12,280","3,856","3","10","624","1"
"3bf16f84-0ccc-446f-ba6a-1684cc7e925d","23,713","43%","2025-01-18T08:49","12,280","3,857","3","10","628","1"
"a4f8d44d-bf9f-429d-b25d-ef83912f68de","23,713","43%","2025-01-18T09:51","12,280","3,857","3","10","628","1"
"4f385207-da28-4899-8c19-aa4a7d5d0138","23,713","43%","2025-01-18T10:00","12,280","3,857","3","10","628","1"
"57cb7f20-5869-4b82-8bb2-858ff2bc87c6","23,713","43%","2025-01-18T10:08","12,280","3,857","3","10","628","1"
"047e8550-b275-43bf-9486-0da1b0f9c6d6","23,713","43%","2025-01-18T11:12","12,280","3,857","3","10","628","1"
"b1349f1e-5c23-4013-a43e-8374d8fb2048","23,713","43%","2025-01-18T11:19","12,280","3,857","3","10","628","1"
"ec674e59-f5ec-410c-bebb-8382372d488f","23,713","43%","2025-01-18T11:23","12,280","3,857","3","10","628","1"
"a1c8dbc1-8f1d-4ec7-8f58-c336e728009b","23,713","43%","2025-01-18T11:25","12,280","3,857","3","10","628","1"
"c557d857-d86f-42c2-8eba-0fc640caf6d3","23,713","43%","2025-01-18T11:39","12,280","3,857","3","10","628","1"
"0ad34e3f-5b33-4614-9ebc-ebfb254eba8d","23,713","43%","2025-01-18T13:28","12,280","3,857","3","10","628","1"
"55b85cc1-4753-44a8-a9c4-1ebf548d8222","23,713","43%","2025-01-18T14:47","12,280","3,857","3","10","628","1"
"d10ab484-de35-4abc-97a6-b34242a8a089","23,713","43%","2025-01-18T15:42","12,280","3,857","3","10","628","1"
"74203a74-9e84-4028-8b85-9010e1952373","23,713","49%","2025-01-18T18:32","12,280","4,324","3","10","665","1"
"771945de-7714-40d2-8c73-8eddabe3f84c","23,713","52%","2025-01-19T06:22","12,280","4,324","3","10","665","1"
"287d8cc3-bfe9-4876-9cf7-262cc113cdb9","23,713","52%","2025-01-19T06:35","12,280","4,996","3","10","707","1"
"d8af76fb-5bf1-4577-8eea-e49e09b8ab59","23,713","52%","2025-01-19T07:45","12,280","4,996","3","10","707","1"
"c26f2700-a1c1-40f0-9c96-59a6bc90dd11","23,713","52%","2025-01-19T12:12","12,280","4,996","3","10","707","1"
"8f904e60-90f2-42c7-9250-a74c5cca0a2e","23,713","52%","2025-01-19T12:14","12,280","4,996","3","10","707","1"
"5d50917f-62c9-4abb-acdb-5c8cf2e0bb43","23,713","52%","2025-01-19T12:15","12,280","4,996","3","10","707","1"
"634785d6-3678-4d96-ba8b-e1cbdc67ea4f","23,713","52%","2025-01-19T13:32","12,280","4,996","3","10","707","1"
"16d4ebf2-87ed-434e-b853-5e94f23459ec","23,713","52%","2025-01-19T13:35","12,280","4,996","3","10","707","1"
"a8469dc0-4975-41d9-acba-b62f35f4dbdf","23,713","52%","2025-01-19T15:26","12,280","4,996","3","10","707","1"
"3c145420-5ce2-47e4-a90b-18ca58838366","23,713","52%","2025-01-19T15:30","12,280","4,996","3","10","707","1"
"ccaeae46-ebec-40dd-9a0f-d8ca548e6e14","23,713","56%","2025-01-19T18:16","12,280","5,829","3","10","744","1"
"6d35ff8f-a456-479b-ac2a-0b7acee88f79","23,713","56%","2025-01-19T18:17","12,280","5,829","3","10","744","1"
"02a94ce1-915b-4116-9ff4-ffeae696172a","23,713","56%","2025-01-19T18:21","12,280","5,829","3","10","744","1"
"eaa5dd60-372a-4e7a-99e4-5ce5a860f853","23,713","56%","2025-01-19T18:38","12,280","5,829","3","10","744","1"
"17788fea-b93a-48b6-9d47-fc43e07e6430","23,713","59%","2025-01-20T06:30","12,280","6,051","3","10","788","1"
"96c4057b-8ae9-4d9a-b79e-57480eb1714e","23,713","59%","2025-01-20T06:32","12,280","6,051","3","10","788","1"
"6af29f4e-ae34-421e-bebd-784fdb5c4e6c","23,713","59%","2025-01-20T09:34","12,280","6,051","3","10","788","1"
"d0a8093a-86d4-488e-8638-224f4f08485e","23,713","56%","2025-01-20T10:37","12,280","5,829","3","10","744","1"
"295205bb-df62-4a27-a823-541207208e3f","23,713","59%","2025-01-20T10:40","12,280","6,051","3","10","788","1"
"a8a439e7-0825-4540-ab25-795eb8205e89","23,713","59%","2025-01-20T10:44","12,280","6,051","3","10","788","1"
"cdd161fc-d87d-42a0-ba85-faf034940300","23,713","59%","2025-01-20T10:45","12,280","6,051","3","10","788","1"
"7fe094b2-41eb-4c39-86d7-8e975f9ec108","23,713","59%","2025-01-20T10:49","12,280","6,051","3","10","788","1"
"26edb6c0-2c39-45ac-967e-c783922aa31f","23,713","59%","2025-01-20T10:59","12,280","6,051","3","10","788","1"
"48fafeef-60ce-4552-9a5f-c103ab7f8d23","23,713","59%","2025-01-20T11:17","12,280","6,051","3","10","788","1"
"2ae9f6ce-c4ed-4acf-865b-b09137e0fc7c","23,713","59%","2025-01-20T11:22","12,280","6,051","3","10","788","1"
"ea32cfb4-5580-4893-979f-95f360d57131","23,713","59%","2025-01-20T11:28","12,280","6,051","3","10","788","1"
"d1c8bd9e-ab99-4331-a6e2-b81c28d79933","23,713","59%","2025-01-20T11:30","12,280","6,051","3","10","788","1"
"bcdfb37e-585f-403b-ba41-13bd167ac4b7","23,713","59%","2025-01-20T15:35","12,280","6,051","3","10","788","1"
"04eae1f3-ee56-48ce-a613-7bc0de5a247e","23,713","59%","2025-01-20T15:38","12,280","6,051","3","10","788","1"
"d1a723f2-3354-4058-bd4f-a3ae9278f1f5","23,713","59%","2025-01-20T15:39","12,280","6,051","3","10","788","1"
"ce06cb5a-ba60-4ae1-adbd-251b6328c010","23,713","59%","2025-01-20T16:44","12,280","6,051","3","10","788","1"
"7ee7df3f-034e-4bea-859f-d29bf41b8863","23,713","59%","2025-01-20T16:47","12,280","6,051","3","10","788","1"
"b5d914da-67bc-4e65-9368-998afaedd3a0","23,713","59%","2025-01-20T16:50","12,280","6,051","3","10","788","1"
"01554265-09a4-42b2-86d8-5440a0b5b8dc","23,713","59%","2025-01-20T16:58","12,280","6,051","3","10","788","1"
"fb9e87f6-0c4f-4032-ada1-e51076846302","23,713","61%","2025-01-20T18:43","12,280","6,207","3","11","821","1"
"e97c9c8d-1328-49cf-955d-a6376f6cf434","23,713","63%","2025-01-21T06:23","12,280","6,380","3","11","857","1"
"3dbbd0c6-579a-4cba-bd90-0363e1ce1728","23,713","63%","2025-01-21T06:26","12,280","6,380","3","11","857","1"
"108f1f21-1810-48cd-84f4-09f28d22fdaa","23,713","63%","2025-01-21T06:47","12,280","6,380","3","11","857","1"
"ba56b23c-42f6-4a70-aec4-54c11a2c08d1","23,713","63%","2025-01-21T11:15","12,280","6,380","3","11","857","1"
"18fe2465-fb9b-4ea0-9034-c53a2c50c7d2","23,713","63%","2025-01-21T11:19","12,280","6,380","3","11","857","1"
"2d73846b-e89e-48d2-a2f7-ee92e47ed8ac","23,713","63%","2025-01-21T12:08","12,280","6,380","3","11","857","1"
"cacae85c-969d-4f11-a920-4fdac4cba89c","23,713","63%","2025-01-21T12:29","12,280","6,380","3","11","857","1"
"1b829352-320a-4c7d-ae58-22af25198f65","23,713","63%","2025-01-21T12:50","12,280","6,380","3","11","857","1"
"eb9e44ea-f48d-416c-a542-b977854d78bf","23,713","63%","2025-01-21T14:13","12,280","6,380","3","11","857","1"
"5748ab64-45fe-41e1-a39d-5ac8f4a303c1","23,713","63%","2025-01-21T14:18","12,280","6,380","3","11","857","1"
"6cb6ffe9-3b14-47fd-849a-b3debb163afd","23,448","65%","2025-01-21T18:32","12,417","6,528","3","11","882","1"
"a9a1dd2c-46c6-4948-a941-c865d6ff9e5d","23,448","68%","2025-01-22T06:23","12,417","6,662","3","11","890","1"
"9360dbbc-6c6c-4de6-9f5c-368643ce2d04","23,448","68%","2025-01-22T08:51","12,417","6,662","3","11","890","1"
"d06f8f72-4571-46ba-bf91-93ff32a5a93f","23,448","68%","2025-01-22T14:34","12,417","6,662","3","11","890","1"
"5910a24b-1af9-4e03-bf7c-dbac9f728d7a","23,448","68%","2025-01-22T16:15","12,417","6,662","3","11","890","1"
"0fca1576-b342-4377-9fd8-2f662233f57a","23,448","70%","2025-01-22T18:32","12,417","6,662","3","11","890","1"
"238eb85e-6431-4d98-a800-bb08913541d6","23,448","72%","2025-01-23T06:28","12,417","6,770","3","11","904","1"
"8171ce52-bfbc-46eb-ba15-9c599e458ced","23,448","72%","2025-01-23T08:32","12,417","6,770","3","11","904","1"
"557f19fc-3da1-43ba-97ff-23859112a0fa","23,448","72%","2025-01-23T10:50","12,417","6,770","3","11","904","1"
"0e442186-897c-42da-9399-7791e3dfb6fc","23,448","72%","2025-01-23T14:25","12,417","6,770","3","11","904","1"
"1f9be207-cd32-4643-9bc4-60bf6dbcd335","23,448","72%","2025-01-23T15:18","12,417","6,770","3","11","904","1"
"6a47d273-64e5-48dd-ba62-66ead4201fbb","23,448","75%","2025-01-23T19:03","12,317","6,810","3","11","941","1"
"df350599-91f9-42c0-b10d-96a804fad4a4","23,448","75%","2025-01-23T20:08","12,317","6,810","3","11","941","1"
"36cabf7c-1843-4bea-bc99-851d9a6296d4","23,448","77%","2025-01-24T06:24","12,317","6,809","3","11","972","1"
"0707c9b0-4da9-4129-8e42-5c589e3af099","23,448","77%","2025-01-24T12:26","12,317","6,809","3","11","972","1"
"2f249c61-94cc-40cb-a8cb-7eff0f0d3d83","23,448","79%","2025-01-24T18:13","12,317","6,822","3","11","1,005","1"
"151fbca7-58ad-4bba-b327-9e5ed651473a","23,448","79%","2025-01-25T08:38","12,317","6,808","3","11","966","1"
"dd8fe406-9089-41a4-8bfe-adcf1aaf3957","23,448","79%","2025-01-25T14:30","12,317","6,808","3","11","966","1"
"68ab11b3-2d6f-41c9-ae99-c6e44a488f2e","23,448","79%","2025-01-25T14:32","12,317","6,808","3","11","966","1"
"8607a763-c3f3-4157-9f25-4d4053ce9581","23,448","79%","2025-01-25T17:46","12,317","6,808","3","11","966","1"
"01298765-e538-4574-8b6f-3c5fe1edbc9d","23,448","84%","2025-01-25T18:17","12,317","6,834","3","11","1,016","1"
"6a88a628-2ddf-4929-b056-2a4366420ba1","23,448","84%","2025-01-26T09:08","12,317","6,834","3","11","1,016","1"
"82e6dcd6-3eaa-45bc-8090-29ceff5e0cce","23,448","84%","2025-01-26T09:28","12,317","6,834","3","11","1,016","1"
"900c95b3-b29c-4f1f-88b1-5233a900ce37","23,448","84%","2025-01-26T10:48","12,317","6,834","3","11","1,016","1"
"19926031-7b89-4caf-9826-b324d96cfb30","23,448","84%","2025-01-26T13:25","12,317","6,834","3","11","1,016","1"
"bb2cc5cd-3a3b-426f-a9ae-97805899f19d","23,448","84%","2025-01-26T15:51","12,317","6,834","3","11","1,016","1"
"67dda116-e67c-46a6-948a-a31f7f131b85","23,448","90%","2025-01-26T17:35","12,317","6,837","3","11","1,017","1"
"85e44d6b-77c8-4e02-8819-1749991a5c60","23,448","90%","2025-01-27T12:50","12,317","6,837","3","11","1,017","1"
"26ae17c3-7807-448e-89c7-7cd54429637b","23,448","90%","2025-01-27T12:55","12,317","6,837","3","11","1,017","1"
"1debef71-9145-4e47-b68e-4346b728babb","23,448","90%","2025-01-27T12:56","12,317","6,837","3","11","1,017","1"
"425ef556-140c-40ab-ada9-b394434cc0ee","23,448","90%","2025-01-27T13:00","12,317","6,837","3","11","1,017","1"
"868d1c5b-140f-4f71-9ed7-f748c787f8aa","23,448","90%","2025-01-27T15:54","12,317","6,837","3","11","1,017","1"
"eb17c568-424c-4376-87c9-3e1bd6826d7f","23,448","95%","2025-01-27T17:22","12,317","6,837","3","12","1,017","1"
"b2c9d228-4857-43a1-aa7a-22b39c852789","23,448","95%","2025-01-28T08:22","12,317","6,837","3","12","1,017","1"
"632ea637-4d58-4b71-9050-740acceab450","23,448","95%","2025-01-28T09:29","12,317","6,837","3","12","1,017","1"
"c83d0751-14b3-4587-9043-27cba51d8b29","23,448","95%","2025-01-30T17:35","12,317","6,837","3","12","1,017","1"
"fd5da177-2bbc-489d-b9eb-f3e7cd493b58","23,448","95%","2025-02-03T14:03","12,317","6,831","3","12","973","1"
"c2f1e8db-30bf-4d18-bad2-cc36d50a1484","23,448","95%","2025-02-04T07:40","12,317","6,831","3","12","973","1"
"46702572-7a54-4147-8984-f972a9182b83","23,448","95%","2025-02-04T10:01","12,317","6,831","3","12","973","1"
"2802fe18-0386-474c-ab33-819e7b616666","23,448","95%","2025-02-04T10:05","12,317","6,831","3","12","973","1"
"7dd9a730-1a70-4a8a-b2a7-9f3971bcd89d","23,448","95%","2025-02-04T11:06","12,317","6,831","3","12","973","1"
"9670318e-d5f5-4c88-93a9-92fda172a80d","23,448","95%","2025-02-05T08:00","12,317","6,831","3","12","973","1"
"dc2c46f5-957a-47b7-ba3e-a903596ed85d","23,448","95%","2025-02-05T08:31","12,317","6,831","3","12","973","1"
"590a9c92-1a6d-49c1-8ac8-128f33c0a63e","23,448","95%","2025-02-07T12:57","12,317","6,833","3","12","973","1"
"fc673f28-0d66-402b-9ebe-2380a9bf3c26","23,448","95%","2025-02-10T15:46","12,317","6,833","3","12","973","1"
