"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2019-04-30|12:53 AM","59ʡF","54ʡF","83ʡ%","WSW","8ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|1:07 AM","59ʡF","54ʡF","83ʡ%","WSW","9ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|1:35 AM","59ʡF","53ʡF","81ʡ%","WSW","10ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|1:53 AM","59ʡF","53ʡF","81ʡ%","W","9ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|2:44 AM","59ʡF","52ʡF","78ʡ%","WNW","6ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Cloudy"
"2019-04-30|2:53 AM","59ʡF","52ʡF","78ʡ%","CALM","0ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Cloudy"
"2019-04-30|3:53 AM","58ʡF","52ʡF","81ʡ%","WSW","3ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Light Rain"
"2019-04-30|4:53 AM","57ʡF","53ʡF","87ʡ%","WSW","5ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Light Rain"
"2019-04-30|5:53 AM","58ʡF","53ʡF","84ʡ%","W","9ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Cloudy"
"2019-04-30|6:47 AM","57ʡF","53ʡF","87ʡ%","W","10ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2019-04-30|6:53 AM","57ʡF","53ʡF","87ʡ%","W","14ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2019-04-30|7:53 AM","57ʡF","52ʡF","83ʡ%","W","10ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Cloudy"
"2019-04-30|8:53 AM","60ʡF","50ʡF","69ʡ%","W","8ʡmph","0ʡmph","29.86ʡin","0.0ʡin","Cloudy"
"2019-04-30|9:53 AM","60ʡF","51ʡF","72ʡ%","W","8ʡmph","0ʡmph","29.87ʡin","0.0ʡin","Cloudy"
"2019-04-30|10:53 AM","60ʡF","52ʡF","75ʡ%","WSW","9ʡmph","0ʡmph","29.88ʡin","0.0ʡin","Cloudy"
"2019-04-30|11:53 AM","60ʡF","51ʡF","72ʡ%","WSW","12ʡmph","0ʡmph","29.89ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|12:31 PM","62ʡF","50ʡF","65ʡ%","W","12ʡmph","0ʡmph","29.88ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|12:53 PM","62ʡF","48ʡF","60ʡ%","WSW","9ʡmph","0ʡmph","29.88ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|1:53 PM","64ʡF","49ʡF","58ʡ%","WSW","10ʡmph","0ʡmph","29.87ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|2:53 PM","66ʡF","48ʡF","52ʡ%","WSW","14ʡmph","0ʡmph","29.86ʡin","0.0ʡin","Partly Cloudy"
"2019-04-30|3:53 PM","62ʡF","48ʡF","60ʡ%","WSW","10ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|4:53 PM","62ʡF","49ʡF","62ʡ%","WSW","13ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Mostly Cloudy"
"2019-04-30|5:53 PM","62ʡF","48ʡF","60ʡ%","WSW","14ʡmph","0ʡmph","29.84ʡin","0.0ʡin","Partly Cloudy"
"2019-04-30|6:53 PM","61ʡF","47ʡF","60ʡ%","W","12ʡmph","0ʡmph","29.84ʡin","0.0ʡin","Partly Cloudy"
"2019-04-30|7:53 PM","59ʡF","47ʡF","64ʡ%","WSW","9ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Fair"
"2019-04-30|8:53 PM","59ʡF","47ʡF","64ʡ%","W","8ʡmph","0ʡmph","29.86ʡin","0.0ʡin","Fair"
"2019-04-30|9:53 PM","59ʡF","48ʡF","67ʡ%","WSW","7ʡmph","0ʡmph","29.87ʡin","0.0ʡin","Fair"
"2019-04-30|10:53 PM","58ʡF","48ʡF","70ʡ%","WSW","7ʡmph","0ʡmph","29.87ʡin","0.0ʡin","Partly Cloudy"
"2019-04-30|11:53 PM","58ʡF","48ʡF","70ʡ%","W","7ʡmph","0ʡmph","29.87ʡin","0.0ʡin","Partly Cloudy"
