"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2025-01-21|1:53 AM","52ʡF","18ʡF","26ʡ%","WNW","3ʡmph","0ʡmph","30.27ʡin","0.0ʡin","Fair"
"2025-01-21|2:53 AM","46ʡF","15ʡF","29ʡ%","CALM","0ʡmph","0ʡmph","30.29ʡin","0.0ʡin","Fair"
"2025-01-21|3:53 AM","45ʡF","15ʡF","30ʡ%","E","5ʡmph","0ʡmph","30.30ʡin","0.0ʡin","Fair"
"2025-01-21|4:53 AM","44ʡF","15ʡF","31ʡ%","E","5ʡmph","0ʡmph","30.30ʡin","0.0ʡin","Fair"
"2025-01-21|5:53 AM","43ʡF","14ʡF","31ʡ%","CALM","0ʡmph","0ʡmph","30.29ʡin","0.0ʡin","Fair"
"2025-01-21|6:53 AM","46ʡF","13ʡF","26ʡ%","NNE","5ʡmph","0ʡmph","30.29ʡin","0.0ʡin","Fair"
"2025-01-21|7:53 AM","47ʡF","13ʡF","25ʡ%","NE","5ʡmph","0ʡmph","30.29ʡin","0.0ʡin","Fair"
"2025-01-21|8:53 AM","51ʡF","18ʡF","27ʡ%","CALM","0ʡmph","0ʡmph","30.30ʡin","0.0ʡin","Fair"
"2025-01-21|9:53 AM","56ʡF","23ʡF","28ʡ%","NNW","7ʡmph","0ʡmph","30.30ʡin","0.0ʡin","Fair"
"2025-01-21|10:53 AM","62ʡF","28ʡF","28ʡ%","NW","8ʡmph","0ʡmph","30.30ʡin","0.0ʡin","Fair"
"2025-01-21|11:53 AM","65ʡF","32ʡF","29ʡ%","CALM","0ʡmph","0ʡmph","30.29ʡin","0.0ʡin","Fair"
"2025-01-21|12:53 PM","67ʡF","32ʡF","27ʡ%","VAR","5ʡmph","0ʡmph","30.25ʡin","0.0ʡin","Fair"
"2025-01-21|1:53 PM","69ʡF","34ʡF","27ʡ%","WSW","5ʡmph","0ʡmph","30.23ʡin","0.0ʡin","Fair"
"2025-01-21|2:53 PM","69ʡF","35ʡF","29ʡ%","NW","7ʡmph","0ʡmph","30.19ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|3:53 PM","69ʡF","33ʡF","26ʡ%","W","9ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Fair"
"2025-01-21|4:53 PM","64ʡF","29ʡF","27ʡ%","W","10ʡmph","0ʡmph","30.15ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|5:53 PM","61ʡF","35ʡF","38ʡ%","WSW","12ʡmph","0ʡmph","30.15ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|6:53 PM","60ʡF","38ʡF","44ʡ%","WSW","6ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|7:53 PM","59ʡF","32ʡF","36ʡ%","CALM","0ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|8:53 PM","59ʡF","27ʡF","29ʡ%","CALM","0ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Partly Cloudy"
"2025-01-21|9:53 PM","60ʡF","25ʡF","26ʡ%","NNE","9ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Mostly Cloudy"
"2025-01-21|10:53 PM","59ʡF","23ʡF","25ʡ%","VAR","5ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Mostly Cloudy"
"2025-01-21|11:53 PM","57ʡF","22ʡF","26ʡ%","VAR","7ʡmph","0ʡmph","30.17ʡin","0.0ʡin","Mostly Cloudy"
"2025-01-21|12:53 AM","58ʡF","23ʡF","26ʡ%","NE","5ʡmph","0ʡmph","30.16ʡin","0.0ʡin","Mostly Cloudy"
