"Date","Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Condition","Precipitation"
"2025-01-22","3:53 PM","71","34","26","W","9","0","30.01","Mostly Cloudy","0.0"
"2025-01-22","4:53 PM","71","36","28","SW","3","0","30.02","Partly Cloudy","0.0"
"2025-01-22","5:53 PM","66","31","27","W","6","0","30.02","Partly Cloudy","0.0"
"2025-01-22","6:53 PM","66","31","27","NW","3","0","30.03","Partly Cloudy","0.0"
"2025-01-22","7:53 PM","63","28","27","W","6","0","30.04","Partly Cloudy","0.0"
"2025-01-22","8:53 PM","64","29","27","CALM","0","0","30.05","Fair","0.0"
"2025-01-22","9:53 PM","61","27","27","CALM","0","0","30.06","Fair","0.0"
"2025-01-22","10:53 PM","59","25","27","E","6","0","30.08","Fair","0.0"
"2025-01-22","11:53 PM","61","26","26","VAR","3","0","30.09","Fair","0.0"
"2025-01-23","12:53 AM","62","28","28","VAR","3","0","30.10","Fair","0.0"
"2025-01-23","1:01 AM","60","26","27","E","3","0","30.10","Partly Cloudy","0.0"
"2025-01-23","1:53 AM","53","22","30","E","3","0","30.11","Fair","0.0"
"2025-01-23","2:53 AM","54","21","28","CALM","0","0","30.11","Fair","0.0"
"2025-01-23","3:53 AM","54","20","26","CALM","0","0","30.11","Fair","0.0"
"2025-01-23","4:53 AM","51","17","26","CALM","0","0","30.11","Fair","0.0"
"2025-01-23","5:53 AM","50","18","28","E","7","0","30.11","Fair","0.0"
"2025-01-23","6:53 AM","52","18","26","E","5","0","30.11","Fair","0.0"
"2025-01-23","7:53 AM","51","17","26","CALM","0","0","30.13","Fair","0.0"
"2025-01-23","8:53 AM","53","20","27","CALM","0","0","30.14","Fair","0.0"
"2025-01-23","9:53 AM","67","32","27","WSW","7","0","30.14","Fair","0.0"
"2025-01-23","10:53 AM","73","37","27","SSW","5","0","30.15","Fair","0.0"
"2025-01-23","11:53 AM","76","40","27","SW","6","0","30.14","Fair","0.0"
"2025-01-23","12:53 PM","79","42","27","SW","9","0","30.12","Fair","0.0"
"2025-01-23","1:53 PM","79","42","27","SW","7","0","30.09","Fair","0.0"
"2025-01-23","2:53 PM","78","40","25","WSW","13","0","30.08","Fair","0.0"
"2025-01-23","3:53 PM","76","38","25","WSW","12","0","30.06","Fair","0.0"
"2025-01-23","4:53 PM","75","39","27","SW","8","0","30.06","Fair","0.0"
"2025-01-23","5:53 PM","72","37","28","SW","7","0","30.06","Fair","0.0"
"2025-01-23","6:53 PM","72","36","27","WSW","6","0","30.07","Fair","0.0"
"2025-01-23","7:53 PM","67","33","28","W","7","0","30.08","Fair","0.0"
"2025-01-23","8:53 PM","67","33","28","WSW","6","0","30.07","Fair","0.0"
"2025-01-23","9:53 PM","65","29","26","W","5","0","30.08","Fair","0.0"
"2025-01-23","10:53 PM","63","29","28","CALM","0","0","30.08","Fair","0.0"
"2025-01-23","11:53 PM","58","24","27","VAR","3","0","30.06","Fair","0.0"
"2025-01-24","12:53 AM","62","28","28","N","7","0","30.05","Fair","0.0"
"2025-01-24","1:53 AM","61","26","26","N","8","0","30.03","Fair","0.0"
"2025-01-24","2:53 AM","59","24","26","N","10","0","30.02","Fair","0.0"
"2025-01-24","3:53 AM","58","22","25","NNE","8","0","30.01","Fair","0.0"
"2025-01-24","4:53 AM","55","21","27","NNE","10","0","29.99","Fair","0.0"
"2025-01-24","5:53 AM","56","22","27","N","9","0","29.97","Fair","0.0"
"2025-01-24","6:53 AM","57","22","26","NNE","12","0","29.98","Fair","0.0"
"2025-01-24","7:53 AM","57","22","26","NE","8","0","29.97","Fair","0.0"
"2025-01-24","8:53 AM","59","25","27","ENE","5","0","29.98","Fair","0.0"
"2025-01-24","9:53 AM","63","29","28","NNE","8","0","29.98","Fair","0.0"
"2025-01-24","10:53 AM","67","33","28","NE","8","0","29.97","Partly Cloudy","0.0"
"2025-01-24","11:53 AM","69","35","29","VAR","5","0","29.94","Mostly Cloudy","0.0"
"2025-01-24","12:53 PM","70","35","28","SSE","5","0","29.90","Mostly Cloudy","0.0"
"2025-01-24","1:53 PM","72","36","27","W","8","0","29.86","Mostly Cloudy","0.0"
"2025-01-24","2:53 PM","70","33","26","W","10","0","29.83","Mostly Cloudy","0.0"
"2025-01-24","3:53 PM","69","9","10","W","13","0","29.81","Mostly Cloudy","0.0"
"2025-01-24","4:53 PM","66","12","12","W","10","0","29.80","Mostly Cloudy","0.0"
"2025-01-24","5:53 PM","63","19","18","W","9","0","29.80","Mostly Cloudy","0.0"
"2025-01-24","6:53 PM","60","23","24","W","9","0","29.79","Mostly Cloudy","0.0"
"2025-01-24","7:53 PM","58","40","51","W","8","0","29.78","Partly Cloudy","0.0"
"2025-01-24","8:53 PM","58","41","53","CALM","0","0","29.78","Fair","0.0"
"2025-01-24","9:53 PM","57","46","67","SSE","5","0","29.77","Fair","0.0"
"2025-01-24","10:53 PM","56","44","64","SE","3","0","29.78","Fair","0.0"
"2025-01-24","11:53 PM","54","41","62","CALM","0","0","29.79","Partly Cloudy","0.0"
"2025-01-25","12:53 AM","54","45","72","SE","5","0","29.78","Partly Cloudy","0.0"
"2025-01-25","1:53 AM","51","42","71","NE","6","0","29.77","Partly Cloudy","0.0"
"2025-01-25","2:53 AM","49","35","59","ENE","6","0","29.77","Partly Cloudy","0.0"
"2025-01-25","3:53 AM","49","39","69","E","5","0","29.76","Mostly Cloudy","0.0"
"2025-01-25","4:53 AM","47","38","71","E","6","0","29.74","Mostly Cloudy","0.0"
"2025-01-25","5:53 AM","48","38","68","E","5","0","29.73","Partly Cloudy","0.0"
"2025-01-25","6:53 AM","49","33","54","E","7","0","29.73","Partly Cloudy","0.0"
"2025-01-25","7:53 AM","49","24","38","NE","5","0","29.75","Partly Cloudy","0.0"
"2025-01-25","8:53 AM","50","25","38","E","5","0","29.76","Haze","0.0"
"2025-01-25","9:53 AM","56","31","39","E","9","0","29.77","Partly Cloudy","0.0"
"2025-01-25","10:53 AM","59","38","46","ESE","10","0","29.77","Partly Cloudy","0.0"
"2025-01-25","11:53 AM","61","45","56","SSE","13","24","29.77","Mostly Cloudy","0.0"
"2025-01-25","12:20 PM","61","46","58","SE","9","0","29.77","Mostly Cloudy","0.0"
"2025-01-25","12:53 PM","60","48","64","SE","13","23","29.76","Mostly Cloudy","0.0"
"2025-01-25","1:53 PM","57","48","72","SSW","8","0","29.75","Cloudy","0.0"
"2025-01-25","2:53 PM","59","45","60","SW","14","22","29.74","Mostly Cloudy","0.0"
"2025-01-25","3:18 PM","59","43","55","SSW","12","0","29.73","Mostly Cloudy","0.0"
"2025-01-25","3:53 PM","58","44","60","SSW","14","0","29.74","Cloudy","0.0"
"2025-01-25","4:53 PM","57","45","64","SSW","10","21","29.74","Cloudy","0.0"
"2025-01-25","5:53 PM","56","46","69","S","10","18","29.77","Cloudy","0.0"
"2025-01-25","6:53 PM","56","46","69","SSE","9","0","29.77","Cloudy","0.0"
"2025-01-25","7:53 PM","56","46","69","SSE","7","0","29.79","Mostly Cloudy","0.0"
"2025-01-25","8:53 PM","56","48","75","S","8","0","29.80","Mostly Cloudy","0.0"
"2025-01-25","9:53 PM","55","47","74","S","7","0","29.81","Mostly Cloudy","0.0"
"2025-01-25","10:28 PM","55","49","80","SE","9","22","29.81","Mostly Cloudy","0.0"
"2025-01-25","10:53 PM","55","49","80","WSW","12","0","29.83","Cloudy","0.0"
"2025-01-25","11:51 PM","55","46","72","SW","10","0","29.84","Cloudy","0.0"
"2025-01-25","11:53 PM","55","46","72","SW","10","0","29.85","Cloudy","0.0"
"2025-01-26","12:53 AM","54","45","72","SW","6","0","29.85","Mostly Cloudy","0.0"
"2025-01-26","1:53 AM","53","48","83","W","5","0","29.85","Light Rain","0.0"
"2025-01-26","2:53 AM","53","45","74","W","15","0","29.85","Cloudy","0.0"
"2025-01-26","3:53 AM","52","44","74","NW","8","0","29.86","Mostly Cloudy","0.0"
"2025-01-26","4:53 AM","50","45","83","E","8","0","29.85","Mostly Cloudy","0.0"
"2025-01-26","5:53 AM","50","45","83","SE","5","0","29.86","Mostly Cloudy","0.0"
"2025-01-26","6:53 AM","50","46","86","ESE","8","0","29.87","Mostly Cloudy","0.0"
"2025-01-26","7:53 AM","50","47","89","E","10","0","29.88","Mostly Cloudy","0.0"
"2025-01-26","8:53 AM","52","49","89","E","9","0","29.90","Mostly Cloudy","0.0"
"2025-01-26","9:53 AM","52","47","83","ESE","12","0","29.92","Light Rain","0.0"
"2025-01-26","10:53 AM","54","46","75","ESE","10","0","29.93","Light Rain","0.0"
"2025-01-26","11:15 AM","52","48","86","SSE","5","0","29.95","Rain","0.1"
"2025-01-26","11:37 AM","51","47","86","ESE","5","0","29.94","Light Rain","0.3"
"2025-01-26","11:53 AM","53","46","77","VAR","3","0","29.94","Cloudy","0.3"
"2025-01-26","12:10 PM","54","49","83","E","8","0","29.93","Light Rain","0.0"
"2025-01-26","12:53 PM","55","48","77","SE","9","0","29.91","Cloudy","0.0"
"2025-01-26","1:53 PM","56","46","69","ESE","14","25","29.89","Cloudy","0.0"
"2025-01-26","2:53 PM","57","42","57","VAR","7","0","29.88","Cloudy","0.0"
"2025-01-26","3:53 PM","54","45","72","SE","10","0","29.88","Mostly Cloudy","0.0"
"2025-01-26","4:53 PM","54","47","77","E","12","0","29.88","Fair","0.0"
"2025-01-26","5:53 PM","54","46","75","E","9","0","29.87","Mostly Cloudy","0.0"
"2025-01-26","6:11 PM","54","46","75","E","13","0","29.87","Mostly Cloudy","0.0"
"2025-01-26","6:53 PM","51","47","86","E","14","0","29.88","Cloudy","0.0"
"2025-01-26","7:02 PM","51","47","86","E","12","0","29.88","Cloudy","0.0"
"2025-01-26","7:53 PM","51","47","86","E","9","0","29.88","Light Rain","0.0"
"2025-01-26","8:53 PM","51","47","86","ENE","9","0","29.89","Mostly Cloudy","0.0"
"2025-01-26","9:45 PM","51","46","83","E","8","0","29.90","Thunder","0.0"
"2025-01-26","9:53 PM","51","46","83","E","9","0","29.90","Thunder","0.0"
"2025-01-26","10:40 PM","50","46","86","E","8","0","29.90","Mostly Cloudy","0.0"
"2025-01-26","10:53 PM","50","46","86","E","7","0","29.90","Light Rain","0.0"
"2025-01-26","11:53 PM","50","45","83","WNW","12","28","29.92","Rain","0.0"
"2025-01-27","12:53 AM","49","45","86","ESE","6","0","29.93","Rain","0.2"
"2025-01-27","1:50 AM","48","46","93","NNE","5","0","29.93","Rain","0.3"
"2025-01-27","1:53 AM","49","47","93","NNE","5","0","29.93","Rain","0.3"
"2025-01-27","2:53 AM","48","46","93","NE","8","0","29.92","Light Rain","0.1"
"2025-01-27","3:53 AM","48","44","86","NE","9","0","29.91","Mostly Cloudy","0.0"
"2025-01-27","4:53 AM","48","44","86","ENE","6","0","29.91","Mostly Cloudy","0.0"
"2025-01-27","5:53 AM","48","44","86","CALM","0","0","29.91","Mostly Cloudy","0.0"
"2025-01-27","6:53 AM","48","44","86","NNE","3","0","29.93","Mostly Cloudy","0.0"
"2025-01-27","7:53 AM","49","44","83","NNE","5","0","29.94","Mostly Cloudy","0.0"
"2025-01-27","8:53 AM","50","44","80","NNE","6","0","29.97","Mostly Cloudy","0.0"
"2025-01-27","9:28 AM","52","44","74","NNE","6","0","29.97","Mostly Cloudy","0.0"
"2025-01-27","9:53 AM","53","44","71","VAR","7","0","29.98","Mostly Cloudy","0.0"
"2025-01-27","10:53 AM","55","44","67","SE","6","0","30.00","Mostly Cloudy","0.0"
"2025-01-27","11:53 AM","55","43","64","ESE","7","0","30.00","Mostly Cloudy","0.0"
"2025-01-27","12:53 PM","58","42","56","VAR","5","0","29.98","Mostly Cloudy","0.0"
"2025-01-27","1:53 PM","56","44","64","SW","7","0","29.96","Mostly Cloudy","0.0"
"2025-01-27","2:53 PM","57","44","62","W","9","0","29.94","Partly Cloudy","0.0"
"2025-01-27","3:53 PM","57","45","64","W","15","0","29.95","Fair","0.0"
"2025-01-27","4:53 PM","56","43","62","W","14","0","29.94","Fair","0.0"
"2025-01-27","5:53 PM","56","42","60","W","12","0","29.94","Fair","0.0"
"2025-01-27","6:53 PM","55","43","64","SW","7","0","29.95","Fair","0.0"
"2025-01-27","7:53 PM","54","45","72","SW","7","0","29.95","Fair","0.0"
"2025-01-27","8:53 PM","54","46","75","SW","12","0","29.96","Fair","0.0"
"2025-01-27","9:53 PM","54","46","75","WNW","5","0","29.96","Fair","0.0"
"2025-01-27","10:53 PM","53","45","74","VAR","3","0","29.97","Fair","0.0"
"2025-01-27","11:53 PM","51","43","74","CALM","0","0","29.97","Fair","0.0"
"2025-01-28","12:53 AM","52","43","71","ENE","5","0","29.96","Fair","0.0"
"2025-01-28","1:53 AM","49","43","80","E","5","0","29.95","Fair","0.0"
"2025-01-28","2:53 AM","46","42","86","E","6","0","29.95","Fair","0.0"
"2025-01-28","3:53 AM","46","42","86","ESE","3","0","29.94","Fair","0.0"
"2025-01-28","4:53 AM","46","41","83","E","6","0","29.93","Fair","0.0"
"2025-01-28","5:53 AM","46","40","79","ENE","5","0","29.92","Partly Cloudy","0.0"
"2025-01-28","6:53 AM","45","40","82","ENE","5","0","29.93","Partly Cloudy","0.0"
"2025-01-28","7:53 AM","47","40","77","NE","3","0","29.94","Mostly Cloudy","0.0"
"2025-01-28","8:53 AM","48","41","77","E","7","0","29.94","Mostly Cloudy","0.0"
"2025-01-28","9:53 AM","51","42","71","VAR","5","0","29.95","Mostly Cloudy","0.0"
"2025-01-28","10:53 AM","54","43","66","E","6","0","29.96","Mostly Cloudy","0.0"
"2025-01-28","11:53 AM","57","44","62","VAR","5","0","29.94","Mostly Cloudy","0.0"
"2025-01-28","12:53 PM","58","43","58","CALM","0","0","29.92","Mostly Cloudy","0.0"
"2025-01-28","1:53 PM","59","46","62","WSW","12","0","29.90","Partly Cloudy","0.0"
"2025-01-28","2:53 PM","58","48","70","WSW","12","0","29.88","Partly Cloudy","0.0"
"2025-01-28","3:53 PM","58","48","70","W","10","0","29.88","Fair","0.0"
"2025-01-28","4:53 PM","57","47","69","WSW","9","0","29.87","Fair","0.0"
"2025-01-28","5:53 PM","56","48","75","WSW","9","0","29.88","Fair","0.0"
"2025-01-28","6:53 PM","54","45","72","WSW","6","0","29.88","Fair","0.0"
"2025-01-28","7:53 PM","54","44","69","W","3","0","29.89","Fair","0.0"
"2025-01-28","8:53 PM","55","45","69","CALM","0","0","29.91","Fair","0.0"
"2025-01-28","9:53 PM","53","45","74","CALM","0","0","29.91","Fair","0.0"
"2025-01-28","10:53 PM","52","45","77","E","6","0","29.93","Fair","0.0"
"2025-01-28","11:53 PM","51","46","83","ENE","5","0","29.94","Partly Cloudy","0.0"
"2025-01-29","12:53 AM","51","47","86","E","8","0","29.94","Partly Cloudy","0.0"
"2025-01-29","1:53 AM","51","47","86","VAR","3","0","29.93","Partly Cloudy","0.0"
"2025-01-29","2:53 AM","48","46","93","CALM","0","0","29.93","Partly Cloudy","0.0"
"2025-01-29","3:53 AM","49","46","90","CALM","0","0","29.94","Partly Cloudy","0.0"
"2025-01-29","4:53 AM","49","45","86","CALM","0","0","29.95","Partly Cloudy","0.0"
"2025-01-29","4:57 AM","49","45","86","CALM","0","0","29.95","Mostly Cloudy","0.0"
"2025-01-29","5:47 AM","50","45","83","ENE","3","0","29.95","Partly Cloudy","0.0"
"2025-01-29","5:53 AM","49","45","86","CALM","0","0","29.95","Partly Cloudy","0.0"
"2025-01-29","6:53 AM","49","45","86","CALM","0","0","29.97","Fair","0.0"
"2025-01-29","7:53 AM","49","45","86","NNE","5","0","29.99","Partly Cloudy","0.0"
"2025-01-29","8:53 AM","52","45","77","CALM","0","0","30.00","Partly Cloudy","0.0"
"2025-01-29","9:53 AM","55","46","72","VAR","5","0","30.03","Partly Cloudy","0.0"
"2025-01-29","10:53 AM","56","46","69","E","7","0","30.04","Fair","0.0"
"2025-01-29","11:53 AM","60","45","57","CALM","0","0","30.03","Partly Cloudy","0.0"
"2025-01-29","12:53 PM","58","46","65","WSW","6","0","30.02","Mostly Cloudy","0.0"
"2025-01-29","1:53 PM","60","44","55","SW","8","0","29.98","Partly Cloudy","0.0"
"2025-01-29","2:53 PM","60","44","55","W","10","0","29.96","Partly Cloudy","0.0"
"2025-01-29","3:53 PM","58","46","65","WSW","14","0","29.97","Fair","0.0"
"2025-01-29","4:53 PM","57","48","72","W","14","0","29.96","Fair","0.0"
"2025-01-29","5:53 PM","56","48","75","WSW","13","0","29.97","Partly Cloudy","0.0"
"2025-01-29","6:53 PM","55","48","77","W","12","0","29.98","Fair","0.0"
"2025-01-29","7:53 PM","54","48","80","WSW","12","0","30.00","Fair","0.0"
"2025-01-29","8:53 PM","54","47","77","W","8","0","30.00","Fair","0.0"
"2025-01-29","9:53 PM","53","47","80","W","5","0","30.01","Fair","0.0"
"2025-01-29","10:53 PM","54","47","77","S","3","0","30.03","Fair","0.0"
"2025-01-29","11:53 PM","52","47","83","SSE","5","0","30.05","Fair","0.0"
"2025-01-30","12:50 AM","54","46","77","SE","6","0","30.05","Mostly Cloudy","0.0"
"2025-01-30","12:53 AM","52","47","83","ESE","3","0","30.05","Mostly Cloudy","0.0"
"2025-01-30","1:53 AM","50","47","89","CALM","0","0","30.06","Mostly Cloudy","0.0"
"2025-01-30","2:50 AM","52","46","82","E","3","0","30.06","Mostly Cloudy","0.0"
"2025-01-30","2:53 AM","51","47","86","E","3","0","30.06","Mostly Cloudy","0.0"
"2025-01-30","3:53 AM","51","47","86","ENE","5","0","30.06","Mostly Cloudy","0.0"
"2025-01-30","4:53 AM","51","47","86","ENE","6","0","30.07","Cloudy","0.0"
"2025-01-30","5:53 AM","51","47","86","E","5","0","30.07","Cloudy","0.0"
"2025-01-30","6:39 AM","52","47","83","VAR","3","0","30.08","Cloudy","0.0"
"2025-01-30","6:53 AM","51","47","86","ENE","6","0","30.08","Cloudy","0.0"
"2025-01-30","7:53 AM","52","46","80","E","5","0","30.08","Cloudy","0.0"
"2025-01-30","8:53 AM","53","47","80","ESE","3","0","30.10","Haze","0.0"
"2025-01-30","9:53 AM","55","47","74","ESE","6","0","30.11","Cloudy","0.0"
"2025-01-30","10:53 AM","56","45","67","SSW","3","0","30.13","Cloudy","0.0"
"2025-01-30","11:53 AM","56","46","69","WSW","8","0","30.14","Cloudy","0.0"
"2025-01-30","12:53 PM","57","45","64","VAR","7","0","30.14","Cloudy","0.0"
"2025-01-30","1:53 PM","57","45","64","W","6","0","30.11","Mostly Cloudy","0.0"
"2025-01-30","2:53 PM","57","45","64","W","6","0","30.10","Mostly Cloudy","0.0"
"2025-01-30","3:53 PM","57","45","64","SW","8","0","30.09","Mostly Cloudy","0.0"
"2025-01-30","4:53 PM","57","46","67","WSW","8","22","30.08","Fair","0.0"
"2025-01-30","5:53 PM","56","45","67","W","10","0","30.08","Fair","0.0"
"2025-01-30","6:53 PM","55","45","69","W","6","0","30.07","Fair","0.0"
"2025-01-30","7:53 PM","53","46","77","W","8","0","30.08","Fair","0.0"
"2025-01-30","8:53 PM","54","46","75","W","8","0","30.09","Fair","0.0"
"2025-01-30","9:53 PM","54","46","75","W","12","0","30.10","Fair","0.0"
"2025-01-30","10:53 PM","53","46","77","NW","5","0","30.12","Fair","0.0"
"2025-01-30","11:53 PM","53","44","71","VAR","5","0","30.11","Fair","0.0"
"2025-01-31","12:53 AM","53","44","71","CALM","0","0","30.12","Fair","0.0"
"2025-01-31","1:53 AM","50","44","80","NNE","5","0","30.11","Fair","0.0"
"2025-01-31","2:53 AM","48","44","86","CALM","0","0","30.11","Fair","0.0"
"2025-01-31","3:53 AM","47","43","86","VAR","3","0","30.11","Fair","0.0"
"2025-01-31","4:53 AM","45","41","86","VAR","3","0","30.10","Fair","0.0"
"2025-01-31","5:53 AM","46","42","86","ENE","3","0","30.10","Partly Cloudy","0.0"
"2025-01-31","6:53 AM","45","41","86","E","3","0","30.11","Partly Cloudy","0.0"
"2025-01-31","7:53 AM","46","41","83","VAR","3","0","30.13","Mostly Cloudy","0.0"
"2025-01-31","8:53 AM","47","42","83","N","5","0","30.14","Mostly Cloudy","0.0"
"2025-01-31","9:53 AM","53","43","69","CALM","0","0","30.15","Mostly Cloudy","0.0"
"2025-01-31","10:53 AM","56","43","62","CALM","0","0","30.17","Mostly Cloudy","0.0"
"2025-01-31","11:53 AM","58","45","62","WNW","6","0","30.16","Mostly Cloudy","0.0"
"2025-01-31","12:53 PM","60","45","57","W","9","0","30.14","Mostly Cloudy","0.0"
"2025-01-31","1:53 PM","58","47","67","WSW","8","0","30.11","Mostly Cloudy","0.0"
"2025-01-31","2:53 PM","58","48","70","W","9","0","30.08","Mostly Cloudy","0.0"
"2025-01-31","3:53 PM","59","49","69","W","13","0","30.06","Mostly Cloudy","0.0"
"2025-01-31","4:53 PM","58","49","72","W","15","0","30.07","Mostly Cloudy","0.0"
"2025-01-31","5:53 PM","56","49","77","W","15","0","30.06","Partly Cloudy","0.0"
"2025-01-31","6:53 PM","55","49","80","W","14","0","30.07","Partly Cloudy","0.0"
"2025-01-31","7:53 PM","54","50","86","WSW","8","0","30.07","Partly Cloudy","0.0"
"2025-01-31","8:53 PM","55","51","86","WSW","7","0","30.07","Partly Cloudy","0.0"
"2025-01-31","9:53 PM","55","50","83","SW","6","0","30.06","Partly Cloudy","0.0"
"2025-01-31","10:53 PM","54","50","86","E","5","0","30.06","Partly Cloudy","0.0"
"2025-01-31","11:53 PM","52","49","89","ENE","5","0","30.06","Partly Cloudy","0.0"
"2025-02-01","12:53 AM","54","49","83","CALM","0","0","30.05","Partly Cloudy","0.0"
"2025-01-06","1:53 AM","55","35","47","CALM","0","0","29.97","Fair","0.0"
"2025-01-06","2:53 AM","55","34","45","CALM","0","0","29.96","Fair","0.0"
"2025-01-06","3:53 AM","51","37","59","CALM","0","0","29.96","Fair","0.0"
"2025-01-06","4:53 AM","52","33","49","CALM","0","0","29.96","Fair","0.0"
"2025-01-06","5:53 AM","50","36","59","CALM","0","0","29.95","Fair","0.0"
"2025-01-06","6:53 AM","50","35","57","CALM","0","0","29.95","Partly Cloudy","0.0"
"2025-01-06","7:53 AM","52","37","57","CALM","0","0","29.96","Partly Cloudy","0.0"
"2025-01-06","8:53 AM","54","33","45","E","6","0","29.96","Fair","0.0"
"2025-01-06","9:53 AM","59","33","38","SE","5","0","29.96","Fair","0.0"
"2025-01-06","10:53 AM","65","33","31","CALM","0","0","29.97","Fair","0.0"
"2025-01-06","11:53 AM","70","35","28","CALM","0","0","29.95","Fair","0.0"
"2025-01-06","12:53 PM","70","36","29","CALM","0","0","29.91","Fair","0.0"
"2025-01-06","1:53 PM","70","38","31","W","7","0","29.87","Partly Cloudy","0.0"
"2025-01-06","2:53 PM","67","45","45","W","9","0","29.86","Partly Cloudy","0.0"
"2025-01-06","3:53 PM","65","50","58","WSW","12","0","29.85","Partly Cloudy","0.0"
"2025-01-06","4:53 PM","62","54","75","SW","8","0","29.85","Partly Cloudy","0.0"
"2025-01-06","5:53 PM","60","54","80","W","7","0","29.86","Partly Cloudy","0.0"
"2025-01-06","6:53 PM","60","49","67","SW","3","0","29.84","Partly Cloudy","0.0"
"2025-01-06","7:53 PM","60","49","67","CALM","0","0","29.84","Mostly Cloudy","0.0"
"2025-01-06","8:53 PM","59","49","69","SSE","3","0","29.84","Mostly Cloudy","0.0"
"2025-01-06","9:53 PM","60","49","67","VAR","3","0","29.84","Mostly Cloudy","0.0"
"2025-01-06","10:53 PM","59","0","0","E","5","0","29.84","Mostly Cloudy","0.0"
"2025-01-06","11:53 PM","57","54","89","E","3","0","29.84","Mostly Cloudy","0.0"
"2025-01-07","12:53 AM","58","55","90","VAR","3","0","29.83","Mostly Cloudy","0.0"
"2025-01-07","1:50 AM","55","54","94","NE","3","0","29.81","Mostly Cloudy","0.0"
"2025-01-07","1:53 AM","55","53","93","CALM","0","0","29.80","Mostly Cloudy","0.0"
"2025-01-07","2:53 AM","53","51","93","CALM","0","0","29.80","Mostly Cloudy","0.0"
"2025-01-07","3:53 AM","53","51","93","SE","3","0","29.80","Fair","0.0"
"2025-01-07","4:53 AM","51","50","96","CALM","0","0","29.79","Mostly Cloudy","0.0"
"2025-01-07","5:53 AM","50","48","93","CALM","0","0","29.80","Partly Cloudy","0.0"
"2025-01-07","6:53 AM","51","48","89","SE","5","0","29.80","Partly Cloudy","0.0"
"2025-01-07","7:53 AM","50","48","93","CALM","0","0","29.82","Mostly Cloudy","0.0"
"2025-01-07","8:53 AM","52","50","93","SSE","3","0","29.83","Mostly Cloudy","0.0"
"2025-01-07","9:53 AM","57","50","77","E","3","0","29.85","Mostly Cloudy","0.0"
"2025-01-07","10:53 AM","65","37","36","N","10","0","29.85","Mostly Cloudy","0.0"
"2025-01-07","11:53 AM","69","34","27","NNE","23","30","29.85","Mostly Cloudy / Windy","0.0"
"2025-01-07","12:53 PM","71","35","27","NNE","14","29","29.83","Mostly Cloudy","0.0"
"2025-01-07","1:53 PM","71","36","28","NNE","14","26","29.80","Partly Cloudy","0.0"
"2025-01-07","2:53 PM","72","36","27","NNE","25","37","29.79","Partly Cloudy / Windy","0.0"
"2025-01-07","3:53 PM","71","36","28","NNE","25","33","29.80","Fair / Windy","0.0"
"2025-01-07","4:53 PM","70","35","28","NNE","21","36","29.79","Fair / Windy","0.0"
"2025-01-07","5:53 PM","68","32","26","NNE","25","41","29.81","Fair / Windy","0.0"
"2025-01-07","6:53 PM","67","32","27","NNE","21","31","29.84","Fair / Windy","0.0"
"2025-01-07","7:53 PM","66","32","28","NNE","29","43","29.87","Fair / Windy","0.0"
"2025-01-07","8:53 PM","66","31","27","NNE","23","40","29.89","Fair / Windy","0.0"
"2025-01-07","9:53 PM","64","31","29","NNE","18","32","29.89","Fair","0.0"
"2025-01-07","10:53 PM","64","30","28","NNE","20","31","29.90","Fair","0.0"
"2025-01-07","11:20 PM","64","28","26","NNE","22","35","29.91","Partly Cloudy / Windy","0.0"
"2025-01-07","11:53 PM","64","28","26","NNE","20","40","29.92","Partly Cloudy","0.0"
"2025-01-08","12:53 AM","63","28","27","NNE","18","32","29.92","Partly Cloudy","0.0"
"2025-01-08","1:53 AM","62","27","26","NNE","14","23","29.91","Mostly Cloudy","0.0"
"2025-01-08","2:53 AM","61","27","27","N","10","0","29.93","Mostly Cloudy","0.0"
"2025-01-08","3:53 AM","62","27","26","NNE","9","22","29.93","Partly Cloudy","0.0"
"2025-01-08","4:53 AM","62","28","28","N","9","0","29.94","Mostly Cloudy","0.0"
"2025-01-08","5:53 AM","63","28","27","NNE","9","20","29.92","Mostly Cloudy","0.0"
"2025-01-08","6:49 AM","61","27","27","ESE","12","18","29.95","Cloudy","0.0"
"2025-01-08","6:53 AM","62","28","28","E","12","25","29.95","Cloudy","0.0"
"2025-01-08","7:53 AM","62","29","29","VAR","5","0","29.97","Mostly Cloudy","0.0"
"2025-01-08","8:53 AM","60","27","28","WSW","8","0","30.00","Mostly Cloudy","0.0"
"2025-01-08","9:53 AM","63","30","29","N","17","31","30.01","Mostly Cloudy","0.0"
"2025-01-08","10:53 AM","64","31","29","NNE","15","31","30.02","Mostly Cloudy","0.0"
"2025-01-08","11:53 AM","66","33","29","NE","13","0","29.99","Mostly Cloudy","0.0"
"2025-01-08","12:53 PM","69","35","29","NNE","21","33","29.95","Mostly Cloudy / Windy","0.0"
"2025-01-08","1:53 PM","72","38","29","N","17","26","29.93","Mostly Cloudy","0.0"
"2025-01-08","2:53 PM","73","39","29","N","16","25","29.92","Mostly Cloudy","0.0"
"2025-01-08","3:53 PM","73","39","29","N","14","23","29.91","Mostly Cloudy","0.0"
"2025-01-08","4:53 PM","72","38","29","N","10","23","29.92","Mostly Cloudy","0.0"
"2025-01-08","5:53 PM","70","36","29","NNE","10","21","29.91","Mostly Cloudy","0.0"
