"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2019-04-12|12:53 AM","58ʡF","49ʡF","72ʡ%","W","9ʡmph","0ʡmph","29.67ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|1:53 AM","65ʡF","42ʡF","43ʡ%","N","9ʡmph","16ʡmph","29.65ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|2:53 AM","58ʡF","46ʡF","65ʡ%","SW","10ʡmph","0ʡmph","29.65ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|3:53 AM","59ʡF","45ʡF","60ʡ%","WSW","8ʡmph","0ʡmph","29.64ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|4:53 AM","60ʡF","42ʡF","51ʡ%","NW","7ʡmph","0ʡmph","29.64ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|5:53 AM","61ʡF","40ʡF","46ʡ%","NNE","6ʡmph","17ʡmph","29.63ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|6:43 AM","61ʡF","39ʡF","44ʡ%","NNW","12ʡmph","21ʡmph","29.64ʡin","0.0ʡin","Fair"
"2019-04-12|6:53 AM","61ʡF","39ʡF","44ʡ%","NNW","13ʡmph","23ʡmph","29.64ʡin","0.0ʡin","Fair"
"2019-04-12|7:53 AM","64ʡF","39ʡF","40ʡ%","VAR","6ʡmph","0ʡmph","29.66ʡin","0.0ʡin","Fair"
"2019-04-12|8:53 AM","68ʡF","38ʡF","33ʡ%","N","5ʡmph","0ʡmph","29.67ʡin","0.0ʡin","Fair"
"2019-04-12|9:53 AM","71ʡF","38ʡF","30ʡ%","NNW","8ʡmph","0ʡmph","29.67ʡin","0.0ʡin","Fair"
"2019-04-12|10:53 AM","69ʡF","42ʡF","38ʡ%","WSW","17ʡmph","0ʡmph","29.68ʡin","0.0ʡin","Fair"
"2019-04-12|10:59 AM","68ʡF","43ʡF","40ʡ%","W","18ʡmph","0ʡmph","29.68ʡin","0.0ʡin","Fair"
"2019-04-12|11:53 AM","69ʡF","45ʡF","42ʡ%","W","18ʡmph","0ʡmph","29.67ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|12:53 PM","68ʡF","47ʡF","47ʡ%","W","20ʡmph","0ʡmph","29.66ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|1:53 PM","68ʡF","47ʡF","47ʡ%","W","23ʡmph","0ʡmph","29.65ʡin","0.0ʡin","Partly Cloudy / Windy"
"2019-04-12|2:53 PM","66ʡF","49ʡF","54ʡ%","WSW","18ʡmph","29ʡmph","29.64ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|3:53 PM","66ʡF","49ʡF","54ʡ%","W","25ʡmph","0ʡmph","29.63ʡin","0.0ʡin","Partly Cloudy / Windy"
"2019-04-12|4:53 PM","66ʡF","49ʡF","54ʡ%","W","25ʡmph","0ʡmph","29.63ʡin","0.0ʡin","Fair / Windy"
"2019-04-12|5:53 PM","64ʡF","48ʡF","56ʡ%","WSW","18ʡmph","0ʡmph","29.63ʡin","0.0ʡin","Fair"
"2019-04-12|6:53 PM","62ʡF","49ʡF","62ʡ%","W","18ʡmph","0ʡmph","29.64ʡin","0.0ʡin","Fair"
"2019-04-12|7:53 PM","59ʡF","50ʡF","72ʡ%","W","10ʡmph","0ʡmph","29.65ʡin","0.0ʡin","Partly Cloudy"
"2019-04-12|8:53 PM","58ʡF","50ʡF","75ʡ%","W","12ʡmph","0ʡmph","29.68ʡin","0.0ʡin","Fair"
"2019-04-12|9:53 PM","58ʡF","51ʡF","78ʡ%","S","5ʡmph","0ʡmph","29.71ʡin","0.0ʡin","Fair"
"2019-04-12|10:53 PM","59ʡF","51ʡF","75ʡ%","SE","5ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2019-04-12|11:53 PM","58ʡF","50ʡF","75ʡ%","ESE","6ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
