"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2022-06-01|12:53 AM","61ʡF","56ʡF","83ʡ%","SW","5ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2022-06-01|1:53 AM","62ʡF","56ʡF","80ʡ%","WSW","3ʡmph","0ʡmph","29.71ʡin","0.0ʡin","Fair"
"2022-06-01|2:53 AM","61ʡF","56ʡF","83ʡ%","W","3ʡmph","0ʡmph","29.71ʡin","0.0ʡin","Fair"
"2022-06-01|3:53 AM","62ʡF","56ʡF","80ʡ%","CALM","0ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2022-06-01|4:53 AM","60ʡF","55ʡF","83ʡ%","CALM","0ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Partly Cloudy"
"2022-06-01|5:53 AM","60ʡF","55ʡF","83ʡ%","E","3ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Fair"
"2022-06-01|6:53 AM","63ʡF","57ʡF","81ʡ%","E","3ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2022-06-01|7:53 AM","65ʡF","58ʡF","78ʡ%","E","5ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2022-06-01|8:53 AM","68ʡF","58ʡF","70ʡ%","SSE","5ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2022-06-01|9:53 AM","72ʡF","58ʡF","61ʡ%","CALM","0ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2022-06-01|10:53 AM","71ʡF","59ʡF","66ʡ%","W","9ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2022-06-01|11:53 AM","72ʡF","59ʡF","64ʡ%","WSW","9ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2022-06-01|12:53 PM","73ʡF","58ʡF","59ʡ%","WSW","12ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2022-06-01|1:53 PM","71ʡF","58ʡF","63ʡ%","WSW","16ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Fair"
"2022-06-01|2:53 PM","72ʡF","57ʡF","59ʡ%","WSW","14ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2022-06-01|3:53 PM","71ʡF","57ʡF","61ʡ%","WSW","16ʡmph","0ʡmph","29.70ʡin","0.0ʡin","Fair"
"2022-06-01|4:53 PM","70ʡF","58ʡF","65ʡ%","WSW","14ʡmph","0ʡmph","29.70ʡin","0.0ʡin","Fair"
"2022-06-01|5:53 PM","68ʡF","58ʡF","70ʡ%","WSW","10ʡmph","0ʡmph","29.69ʡin","0.0ʡin","Fair"
"2022-06-01|6:53 PM","66ʡF","58ʡF","75ʡ%","SW","9ʡmph","0ʡmph","29.69ʡin","0.0ʡin","Fair"
"2022-06-01|7:53 PM","65ʡF","58ʡF","78ʡ%","SW","8ʡmph","0ʡmph","29.70ʡin","0.0ʡin","Fair"
"2022-06-01|8:53 PM","64ʡF","58ʡF","80ʡ%","SSW","5ʡmph","0ʡmph","29.71ʡin","0.0ʡin","Fair"
"2022-06-01|9:53 PM","64ʡF","58ʡF","80ʡ%","SW","6ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2022-06-01|10:53 PM","64ʡF","58ʡF","80ʡ%","WSW","3ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Fair"
"2022-06-01|11:53 PM","63ʡF","56ʡF","78ʡ%","CALM","0ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
