"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2020-10-09|12:53 AM","65ʡF","59ʡF","81ʡ%","WSW","9ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|1:53 AM","64ʡF","59ʡF","84ʡ%","W","7ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|2:53 AM","65ʡF","59ʡF","81ʡ%","WNW","5ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|3:53 AM","65ʡF","59ʡF","81ʡ%","CALM","0ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|4:53 AM","65ʡF","59ʡF","81ʡ%","CALM","0ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Cloudy"
"2020-10-09|5:53 AM","65ʡF","59ʡF","81ʡ%","N","5ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Cloudy"
"2020-10-09|6:53 AM","66ʡF","59ʡF","78ʡ%","NNE","5ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|7:53 AM","67ʡF","59ʡF","76ʡ%","CALM","0ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Cloudy"
"2020-10-09|8:53 AM","67ʡF","58ʡF","73ʡ%","ESE","3ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2020-10-09|9:53 AM","69ʡF","59ʡF","70ʡ%","S","5ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2020-10-09|10:53 AM","68ʡF","59ʡF","73ʡ%","WSW","5ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2020-10-09|11:53 AM","70ʡF","58ʡF","65ʡ%","SW","5ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Cloudy"
"2020-10-09|12:37 PM","70ʡF","59ʡF","68ʡ%","SW","8ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|12:53 PM","70ʡF","59ʡF","68ʡ%","SW","9ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|1:28 PM","71ʡF","58ʡF","63ʡ%","SW","13ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|1:35 PM","71ʡF","59ʡF","66ʡ%","WSW","12ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Partly Cloudy"
"2020-10-09|1:53 PM","72ʡF","58ʡF","61ʡ%","SW","9ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Fair"
"2020-10-09|2:53 PM","72ʡF","58ʡF","61ʡ%","W","13ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Fair"
"2020-10-09|3:53 PM","71ʡF","58ʡF","63ʡ%","WSW","10ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Fair"
"2020-10-09|4:53 PM","69ʡF","59ʡF","70ʡ%","W","14ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Partly Cloudy"
"2020-10-09|5:53 PM","67ʡF","59ʡF","76ʡ%","W","12ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|6:19 PM","67ʡF","59ʡF","76ʡ%","W","14ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|6:53 PM","67ʡF","59ʡF","76ʡ%","W","14ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|7:53 PM","66ʡF","59ʡF","78ʡ%","W","14ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|8:30 PM","66ʡF","59ʡF","78ʡ%","W","9ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Partly Cloudy"
"2020-10-09|8:53 PM","65ʡF","58ʡF","78ʡ%","W","8ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Partly Cloudy"
"2020-10-09|9:53 PM","65ʡF","59ʡF","81ʡ%","W","3ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Partly Cloudy"
"2020-10-09|10:53 PM","65ʡF","58ʡF","78ʡ%","WSW","5ʡmph","0ʡmph","29.82ʡin","0.0ʡin","Mostly Cloudy"
"2020-10-09|11:53 PM","66ʡF","58ʡF","75ʡ%","VAR","3ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Cloudy"
