"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2021-09-16|12:53 AM","62ʡF","56ʡF","80ʡ%","W","7ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|1:53 AM","62ʡF","56ʡF","80ʡ%","WSW","6ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Cloudy"
"2021-09-16|2:53 AM","62ʡF","56ʡF","80ʡ%","SSW","3ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Cloudy"
"2021-09-16|3:53 AM","63ʡF","55ʡF","75ʡ%","VAR","3ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Cloudy"
"2021-09-16|4:53 AM","62ʡF","55ʡF","78ʡ%","WSW","5ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Cloudy"
"2021-09-16|5:53 AM","62ʡF","55ʡF","78ʡ%","WSW","6ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Cloudy"
"2021-09-16|6:30 AM","62ʡF","55ʡF","78ʡ%","WSW","7ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Cloudy"
"2021-09-16|6:53 AM","62ʡF","55ʡF","78ʡ%","W","5ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Cloudy"
"2021-09-16|7:53 AM","63ʡF","55ʡF","75ʡ%","CALM","0ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Cloudy"
"2021-09-16|8:53 AM","64ʡF","55ʡF","72ʡ%","SE","7ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Cloudy"
"2021-09-16|9:53 AM","66ʡF","56ʡF","70ʡ%","SE","7ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|10:37 AM","69ʡF","56ʡF","63ʡ%","NW","5ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Haze"
"2021-09-16|10:53 AM","68ʡF","56ʡF","65ʡ%","W","9ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Partly Cloudy"
"2021-09-16|11:53 AM","69ʡF","55ʡF","61ʡ%","W","9ʡmph","21ʡmph","29.77ʡin","0.0ʡin","Fair"
"2021-09-16|12:53 PM","69ʡF","55ʡF","61ʡ%","SW","10ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Fair"
"2021-09-16|1:53 PM","70ʡF","55ʡF","59ʡ%","WSW","14ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Fair"
"2021-09-16|2:53 PM","69ʡF","55ʡF","61ʡ%","W","14ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2021-09-16|3:53 PM","68ʡF","55ʡF","63ʡ%","W","13ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Fair"
"2021-09-16|4:53 PM","67ʡF","55ʡF","66ʡ%","W","14ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2021-09-16|5:53 PM","65ʡF","56ʡF","73ʡ%","W","14ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2021-09-16|6:53 PM","63ʡF","55ʡF","75ʡ%","W","14ʡmph","0ʡmph","29.72ʡin","0.0ʡin","Fair"
"2021-09-16|7:53 PM","62ʡF","56ʡF","80ʡ%","WSW","12ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Fair"
"2021-09-16|8:34 PM","62ʡF","56ʡF","80ʡ%","W","10ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|8:53 PM","62ʡF","56ʡF","80ʡ%","W","10ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|9:53 PM","62ʡF","56ʡF","80ʡ%","WSW","9ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|10:53 PM","61ʡF","55ʡF","81ʡ%","W","6ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2021-09-16|11:53 PM","62ʡF","56ʡF","80ʡ%","W","10ʡmph","0ʡmph","29.78ʡin","0.0ʡin","Mostly Cloudy"
