"Time","Temperature","Dew Point","Humidity","Wind","Wind Speed","Wind Gust","Pressure","Precip.","Condition"
"2025-1-25|1:53 AM","51ʡF","42ʡF","71ʡ%","NE","6ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|2:53 AM","49ʡF","35ʡF","59ʡ%","ENE","6ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|3:53 AM","49ʡF","39ʡF","69ʡ%","E","5ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|4:53 AM","47ʡF","38ʡF","71ʡ%","E","6ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|5:53 AM","48ʡF","38ʡF","68ʡ%","E","5ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|6:53 AM","49ʡF","33ʡF","54ʡ%","E","7ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|7:53 AM","49ʡF","24ʡF","38ʡ%","NE","5ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|8:53 AM","50ʡF","25ʡF","38ʡ%","E","5ʡmph","0ʡmph","29.76ʡin","0.0ʡin","Haze"
"2025-1-25|9:53 AM","56ʡF","31ʡF","39ʡ%","E","9ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|10:53 AM","59ʡF","38ʡF","46ʡ%","ESE","10ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Partly Cloudy"
"2025-1-25|11:53 AM","61ʡF","45ʡF","56ʡ%","SSE","13ʡmph","24ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|12:20 PM","61ʡF","46ʡF","58ʡ%","SE","9ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|12:53 PM","60ʡF","48ʡF","64ʡ%","SE","13ʡmph","23ʡmph","29.76ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|1:53 PM","57ʡF","48ʡF","72ʡ%","SSW","8ʡmph","0ʡmph","29.75ʡin","0.0ʡin","Cloudy"
"2025-1-25|2:53 PM","59ʡF","45ʡF","60ʡ%","SW","14ʡmph","22ʡmph","29.74ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|3:18 PM","59ʡF","43ʡF","55ʡ%","SSW","12ʡmph","0ʡmph","29.73ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|3:53 PM","58ʡF","44ʡF","60ʡ%","SSW","14ʡmph","0ʡmph","29.74ʡin","0.0ʡin","Cloudy"
"2025-1-25|4:53 PM","57ʡF","45ʡF","64ʡ%","SSW","10ʡmph","21ʡmph","29.74ʡin","0.0ʡin","Cloudy"
"2025-1-25|5:53 PM","56ʡF","46ʡF","69ʡ%","S","10ʡmph","18ʡmph","29.77ʡin","0.0ʡin","Cloudy"
"2025-1-25|6:53 PM","56ʡF","46ʡF","69ʡ%","SSE","9ʡmph","0ʡmph","29.77ʡin","0.0ʡin","Cloudy"
"2025-1-25|7:53 PM","56ʡF","46ʡF","69ʡ%","SSE","7ʡmph","0ʡmph","29.79ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|8:53 PM","56ʡF","48ʡF","75ʡ%","S","8ʡmph","0ʡmph","29.80ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|9:53 PM","55ʡF","47ʡF","74ʡ%","S","7ʡmph","0ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|10:28 PM","55ʡF","49ʡF","80ʡ%","SE","9ʡmph","22ʡmph","29.81ʡin","0.0ʡin","Mostly Cloudy"
"2025-1-25|10:53 PM","55ʡF","49ʡF","80ʡ%","WSW","12ʡmph","0ʡmph","29.83ʡin","0.0ʡin","Cloudy"
"2025-1-25|11:51 PM","55ʡF","46ʡF","72ʡ%","SW","10ʡmph","0ʡmph","29.84ʡin","0.0ʡin","Cloudy"
"2025-1-25|11:53 PM","55ʡF","46ʡF","72ʡ%","SW","10ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Cloudy"
"2025-1-25|12:53 AM","54ʡF","45ʡF","72ʡ%","SW","6ʡmph","0ʡmph","29.85ʡin","0.0ʡin","Mostly Cloudy"
